optimistic_submission|decode_duration|prechecks_duration|simulation_duration|redis_update_duration|total_duration|slot|block_hash
f|111429|1396|131602|10345|254773|5992503|0x6a1a29d68df5df96dcdc9a7e20afbafa2a88c8f6cd1602b49477704e9dd74dfb
f|26834|4293|220531|9557|261216|5993214|0xc0907213229cdcbb1d4b467ffec3cc926e592feb84e31e6f52b5110d1a71c942
f|110637|1477|111471|10710|234297|5992549|0x45eed8a6dd660fe8715e4acdd570ddf67693e81630ee198b7e1dd62122ca188b
f|24916|56679|313854|16675|412126|5992591|0xd51c6777cb81b4988e0141bdeaf1c9101a8d978ac796f0ec9e923a6c7bde43aa
f|17073|2287|226986|6873|253220|5992622|0x725704d3aa75f3160fbd0a773390be16c29e54275104a714cce521f365b87256
f|88788|1626|93625|5706|189746|5992887|0xc35c451cf699519c82fc62ba84847cba301ac673a12fff2643a991f8ad6e08bd
f|13551|1687|65412|8527|89179|5992550|0xc2ad8483cee3d4c46fcf46c46c4c2a19b52f29e06cb5fbe68dcb289dc13ed79d
f|19822|4835|135336|22279|182273|5992624|0x58e7d55f0d74074d4790f9683d1af2f903297f8e662bb62fd6e519ae34d3ab8c
f|11918|286930|320373|6566|625788|5993195|0xb01e1d6dbd0a572594d0779f746bc84bc5725c4f233659cd7eb71e26fb36337f
f|96379|1658|180637|9539|288215|5992904|0x655223058d7a0a5edb1aa03c21a5e34444ce5db1888381d1266187f106d00d72
f|22727|2067|79666|10536|114997|5993403|0x5ad3b7fb17e696b4205eb4c995ef06f9e25dfea63e4d165030aa8be0697d6eaf
f|10361|73042|159868|6109|249381|5992590|0x4573eed1104e7abed0204e38d4bf7099fdbca04a6b2b13f3ef1a852e3704e0e2
f|100707|1382|113178|5399|220667|5992934|0xf6c7885f58e9996bca973913ed7cbc7eee6fe51cef663278705ae50a02f5b8e9
f|11809|1521|74705|5120|93156|5992653|0x83a15db1b394b10aa19b47deee9b2f15b423dbcd783be0b5e85a33f600d5a5fa
f|15773|1999|91693|5295|114762|5992938|0x8e063e828c3855060ef50db3daaa9fdc952e715c7c6a4106f9e20a92351a8464
f|15310|1564|156306|11735|184916|5992681|0xa9486df1f93773580ac1f0212c4136c0c8f638c3b45b3853e06d8cb90b5cdce5
f|90302|1632|89841|5176|186951|5993413|0x5e8023d6478292a39c032b761e0f4004b069364b08393305847295fade9fb748
f|108832|1572|129008|6365|245778|5993413|0x5e8023d6478292a39c032b761e0f4004b069364b08393305847295fade9fb748
f|9609|1735|141729|6650|159724|5992939|0x49eb3d9c252461fd191439fabd45bcd7bd604a99a04b44a672e3132ce2ac6ef3
f|10866|1620|171943|6793|191223|5993475|0x6124020d180420bd693b6b7f883c4616910799004f50580e2ca3fe87ae73ad03
f|6605|1816|115795|4686|128903|5992682|0x0fb760f48a1f944b027fcf44d4aa49bb768f3c89cbb3e8796110fcfa59d96bfd
f|112472|4694|127074|44709|288950|5993058|0x94b9dd1ac2ae00f31176ee77a4ffead948a43aeacf5e832927a772f7530d40a8
f|11236|1810|129147|9579|151772|5992724|0x12aef26c12c5f7a2a1f7095752b9b4eca3f2e353f850d9e24a4a955f20b6dace
f|11188|1527|106243|6832|125792|5993713|0x45686890112f6e0302bf3863afd3bd8ddc485f22a37aa0c3635b95bbd167cd6f
f|9790|1691|104534|5363|121379|5993713|0x45686890112f6e0302bf3863afd3bd8ddc485f22a37aa0c3635b95bbd167cd6f
f|9362|110635|112889|6864|239752|5993212|0xb229c26bfc2d327fe1703f1d9b79961724aa09e44a2a1257e1c3eac8866c02fd
f|11132|1817|139991|10046|162988|5993287|0x26f05568c5011a7476c1cf8b64e333de8723f0c9dce9860a4a640f4b9a552146
f|11761|1726|135394|6999|155882|5994160|0x093ae19d5457a2ef7329dbbc1b133adf146d7aaab25422246d69c8762b4091e1
f|21840|1479|117884|9377|150581|5994325|0x50168d12a662b32c49b0cf18a7d1114af0a243971677597942fda07cd970c165
f|134290|2182|133039|8320|277832|5992731|0xbe10a731d57930d7735701f8aa5c620c3bd9825c8f7ce34dfb43ab420ff05fc8
f|132318|2021|114158|6555|255053|5992732|0x2f7e06f462173c1b1635389501d0323e9222f63482b256f00284780890466d52
f|12768|5829|101176|8436|128210|5993292|0x23edcb93c838dc241edde404a57aac0503f8c54017393a338d01c364b87ff9ca
f|127489|1936|119519|8526|257472|5992735|0x106d1b5abe58ddd6e42a459296323770f082e32f65526f8ae4405cd4e4615094
f|6821|1527|85575|7742|101666|5992811|0x267e7eb140d28ed1ad542afab3728ebac7332b8afc756f94b3d1b8179debadaf
f|12112|2142|132448|13537|160241|5994835|0x33c78dcacfaa03ba335a467c920ac3dea94d4a9c0cc1260cc65c18d84e4f390d
f|9484|1499|203745|13598|228328|5994926|0x2926d3a132313b97edb53a306f1621b6a08019ae98d2cdce523f986af83698d7
f|7058|1445|57064|4743|70311|5993411|0x1ef58c37895d54cb96435ab5c716ed6183bea9a492470e6bbf6bb45a10e40288
f|154402|1613|115471|7361|278849|5994947|0x70bf89bd3e395590cb5d2a8c01e2e7435b9e2440e06b2c538e8d0f7bf02bd421
f|185598|1509|136602|0|0|5994947|0x70bf89bd3e395590cb5d2a8c01e2e7435b9e2440e06b2c538e8d0f7bf02bd421
f|106059|1637|192126|8831|308654|5992603|0x9789979e0c1904e957f5f9c9aee9a27efbd83f7b7856325aa4c04890c1e8d11b
f|29181|1664|97464|8061|136371|5992873|0x6f55f62ef8bdef3d7223d02029022a13d6f99de64cf4dc9a005dc57690ee25c6
f|9305|1653|120804|6602|138365|5992575|0x05baa9a4c4189db13cc577e7e1d29d858fe2ab9ea5537099c63d25ccc40aa705
f|11072|1869|155747|6603|175294|5993491|0x0d290c9bc515c40a1b98bf9d48a21ca60e2ea923b1bdc8affd13d09bbf38e13a
f|98922|1597|138372|6822|245714|5992578|0x03014f68ad9e0b30675482e329edbc906992f527685aba29362bf6051e35d521
f|21886|1409|237757|8521|269575|5992711|0x80f68711f03e24a1cef5448aa49aa919d01ff019302712faa8b73ecca08de878
f|10667|1711|139787|7712|159879|5993492|0x2a7b8b9f48d940ae34fe6dcf893c4436bd154d3533ad233a8d0284aad708c943
f|10269|2876|77091|9616|99854|5992734|0xe95d91a2704d2a302f481883d3dbc122af3c289fbaef1925eff38929bbaf9e5d
f|89658|1660|91981|5736|189036|5992585|0xa6914f9df7dc90f547f0034d22fe86a7f6d4b77a7236041ad1ac81d47b5fa892
f|151147|1503|148534|18346|319531|5993494|0xcfa64f2ca368582269c3cdb8ed10a0f8d10d8dc3504ce76fd5feee7c510307f6
f|11174|1740|84561|7164|104640|5992636|0xf10019fed7c5b7edf58a17ba0504a0869d351564bcd417019606f189279e00bc
f|30550|1612|86745|7081|125989|5992746|0xa5a99a7988c2e9a7386e78ae55483c4899bd9d9550e2b07e6ba13441d125a8b9
f|7587|1808|103208|6552|119157|5993500|0x4d8de019a9057dcef905e431b6832947f4c503255d7f8ccacb3142d0b8dff0f9
f|189499|1698|182021|6781|380001|5993416|0xfaa8ad95789b855c402424d55738dcb142f35419b4336a58bee03e2cd359df10
f|7586|1851|77941|6167|93546|5992648|0xf1dbe7681f99ccd81b139a37133c7df7015ad33e7958d3161f4b74479433c29f
f|12338|1909|121563|9098|144910|5992652|0x7ceb596ae05c73fc690fe156a164ded1cf81f0d43762268572fbb411fc2c9e16
f|19133|1724|219623|9900|250382|5992721|0x5877056cd18de2ad71a419206023f74423af558767791eaf604e81c0b19f77e0
f|9013|1543|112725|7914|131197|5993615|0x183dc4907d044c022673a83da008ab1a566876825acbb94a12f9bc70934064a7
f|107907|1855|83449|8293|201505|5992657|0x18ac6071e39eb375c2970a423c1f308bd369b8b937a402ae6ecc01f81071f04e
f|27968|1781|192095|10377|232223|5992669|0x204953650bfc32c9a63c0742f2cfec89b5c7c40b9f8c1b156bff1938a30d2641
f|94028|1292|77253|5171|177746|5993705|0x793bfa0f0d7d1b59edfe05513641cc36896f12d8553390d9c1ed6b6f8c8309ba
f|13669|2439|133930|7593|157633|5992761|0xc5a1e7d87738144cca0b06c94534001c660e786593d57f8e1d5f1b1cb8c850c6
f|16513|1662|147947|8822|174945|5992708|0xe3ff0a87aa6ce654bc5df12c17020554e0061dd01cede5e1fd9468c4cd4792f0
f|14870|1940|142191|6428|165430|5992665|0x1bdf939c517092885d01dcd870ade911e570fadeccb0b3e97fd14571b9d6ed1c
f|10818|7704|85530|5201|109254|5993909|0x3908abcb1d57bf7a3bbca0d4d70a1b970deb080c037bc16a994167209a0a7fd0
f|94948|1483|109389|7519|213341|5992827|0x42a52b7f38e7245a29f79837444a4ee1182622752c1449976c6936c7d136c585
f|94173|1336|108843|7100|211453|5993917|0xe07ff546762c6f65099564d7973d2e1c8e0094d201d57bcd19f2b3b0b3ce7610
f|115616|2506|84812|29981|232917|5992678|0x7a466efe1ae1e73286baf8f789d437ae4d684f09f6566bf2fe901a8b27a8a103
f|105498|1948|432307|7374|547129|5992851|0xee7cd771b251af452bc63fe57ef918db0b0002085b7c777a89f0e69ccadf4189
f|88917|2143|91102|6260|188423|5992692|0x801b8c37ae315289b74872bc097999ef97fa3a0e049e59e23e359a022718a72b
f|274435|1706|111552|7453|395147|5993939|0x1cae8775135746cb0c7260fa117bb9fa0acead21ff820f76441d64326c76d383
f|209907|1618|122586|0|0|5992900|0xd59af065be090c8ce8bc6d60b9694775dadcc9b1193d3bbb57ab5072e57e26d2
f|314882|1280|114017|0|0|5993939|0x1cae8775135746cb0c7260fa117bb9fa0acead21ff820f76441d64326c76d383
f|10636|2245|123466|5791|142139|5992750|0xc5b772c13bfc29b5737fbd9c95b4234c308d37ad8dc9da062384aceb8b00b1e3
f|101078|2116|115417|6077|224690|5992900|0xd59af065be090c8ce8bc6d60b9694775dadcc9b1193d3bbb57ab5072e57e26d2
f|84753|1737|162627|5514|254632|5993030|0xfd777acc0da68b44d2844ddd92fd7505a37aace4140d127be3f88beb3088980f
f|11254|2652|124642|6495|145044|5994083|0x5b1e7ff3f55f6d6fd1df1bbcab44ed139cff51e8ce4b201f661849344b479e0d
f|89364|1313|111733|5897|208308|5993046|0xa5d2399d1dc5aeeda79733e9842f3b3baa94603da28729994f72a6a077404d2e
f|10713|4549|141288|39171|195722|5994271|0x28f6ce338e21d27ebfebc58af6d5ef528bf3898c74eacc587ecc80651af683a6
f|10918|1592|105445|6186|124142|5992780|0xbf0ff0096210024fd33017a4b97fad024cf260e44d72901af5490f0813ada6c7
f|18617|7992|140887|10675|178174|5992788|0xa3e20b4eaa963a68d27c4e6d0fe2a54badc40d1fef57da6f3dd1499554fb739b
f|87592|1816|114796|5139|209345|5992756|0xe0aa7fa59e3278b3a343688092a2cefb1250ed59c19b2967839d3bec345ad7bb
f|28915|1899|110222|8626|149664|5992788|0xa3e20b4eaa963a68d27c4e6d0fe2a54badc40d1fef57da6f3dd1499554fb739b
f|116231|36835|116163|102922|372152|5994274|0x7a11254d39e5b5f5038a410feedadd935ff354675e3b32354700f32078386d7f
f|128137|4241|190344|20204|342928|5992799|0x9df86d04edc162aee1a06d77f3bcc3d6612566d7edf0a2f3bb8e7b3dab47c0f9
f|20982|2327|184364|9286|216960|5994600|0xc0683163ee730edf938cd2d88ce2f8415294df25030472fca1dc53bd69aaa6bf
f|88962|1868|115112|5384|211328|5992791|0xa24b3aca5aaf7f509713ae8e9812694a5b45ff1c6fdc40a78965dcd29c582501
f|43386|9361|87584|9739|150072|5993073|0x5f4c17d835c9874c0742c4c37a204ea5df29afd5c79cc0f752bf06e2c8b172b3
f|195328|1673|116996|14581|328579|5992859|0xb223d503fee31805bf9741308691fbfdf333541b0ba1dff0a7e60493deb5e512
f|99971|1695|150064|7045|258777|5993309|0xbb909e2e86d79c927530c555d2733fe2c88a7ee8ad6873052a62699602280f63
f|23341|1876|222005|10793|258017|5994653|0x90902b88cd5e8b42e7348a62bec0a455659bee2db0fe12c6d82bd1b3e75be061
f|15575|1510|113188|6176|136451|5993086|0x3b436760dab813050279c5b3243c0d26f3b70a50cda242784c3af0e1c76bc0e8
f|27718|8776|133273|71484|241253|5992832|0x38420ac0d6176aeb2d0ab21289147ced99dcd8e9e89ef5690a1f07c2d4076cc6
f|9622|1568|99699|5478|116368|5993495|0x22325240e6bdab49569fe87729db8d1f70d099f9b5d96a6622e1a3e5924fda47
f|8622|1687|96874|4697|111882|5993495|0x22325240e6bdab49569fe87729db8d1f70d099f9b5d96a6622e1a3e5924fda47
f|17376|2907|156384|7513|184182|5992835|0x287b4e80163c58708e597ad5bd229b0c8af470eaabb44b202fc29727c8c445ef
f|107328|1665|107198|6477|222669|5993087|0x0568a2f196fb67aedbff4fa9a2d822160fdead877e402de8959f9a87a3f41f2d
f|88086|2181|114279|7530|212078|5992838|0xd39c8678543a7bf8e63fdb83b87da53f1abb8ed542b503c211dbbbcc144e4ede
f|13991|1908|126784|8565|151250|5993541|0x45b1e4007ad4d25f8bedb457a989f5164bc2bda26ba7ba02f7de7299572a0ea0
f|12802|1487|192755|0|0|5993541|0x45b1e4007ad4d25f8bedb457a989f5164bc2bda26ba7ba02f7de7299572a0ea0
f|8248|2137|127739|5975|144100|5993098|0x1fef9dbb014edc00ab81a98608c91df49259f852dc5d6705045e3c746d6d5b60
f|17431|2621|228723|7793|256570|5993544|0xc6e87abb9f6f20051bc30ca1f1f9435bf84c1a448b4fdd141fa5124f0eb4160c
f|20943|1859|91429|10968|125201|5993005|0xe7b0a855ac8a919f52889990b7b61216eb0ed2ef0d9b9391687585af8acb91b8
f|21243|2643|130332|8328|162547|5993655|0xc4e89a48b1ecdaa92e621d174e731b12b2db2894caa96f97b8428b8c5071e635
f|125174|1464|287402|227488|641530|5993015|0x29857f588db376375501913368affa2b94556f4c5125ee5a40e16773387dedf9
f|23163|1697|141148|9247|175257|5993579|0xa25e8289618326e739b8ed7b9de86218f5797ecd9f2a6857ec3962c0b767f260
f|16820|1832|142932|7849|169434|5993656|0x87298e83219444dcb69fd13e76d169b2623b72f1fd155180f45a357714eb3cc6
f|26086|1882|248559|260204|536732|5993597|0xefc11067e6f0a4c2cc74f04c6d529a3979d7243398db9cc9ab5918fb6d09f485
f|98084|4329|143095|35310|280820|5992834|0x2b5b0c6e5015054309272cda59ea3b070802bc664ca3144c2756caf6ccb2b846
f|9233|1807|144641|10620|166302|5993988|0xc5a321a5ee0f47a6a61e88bce3f32421f42b091b5569d5c7f31234b15e1f30fc
f|103953|1377|119931|10192|235453|5992843|0x764539d05f6b993a76f101e8a725a72dc8fcb44df341444e983b820f5878d210
f|6732|1537|104571|6225|119067|5993691|0x8771c5d1d34f03be66bba003b201eb7b664d5a34885c8b849bc7bf3aa2edd41f
f|9132|2286|98167|5065|114652|5993691|0x8771c5d1d34f03be66bba003b201eb7b664d5a34885c8b849bc7bf3aa2edd41f
f|15423|1564|224916|6786|248691|5993990|0xf60d685b348092cdfae0ab3389d4fbc21e9a5f7ddccd09d34316e720a4a09494
f|96941|10136|183285|7622|297985|5992716|0x5f401c830084c8252f6bd84b50cffda42c6c260dc364a76a943151e9d6a42451
f|145283|17874|128702|11361|303222|5992882|0x559834bfec9745a6b42bad00b7b16a7d570e8752dc94f0288be3956d86a55f3a
f|126367|2588|198793|177870|505620|5994146|0x18129921bdd3a9d5008ed4bdb86351247a713a38330a6e320f2219d6ffeb6b1b
f|17595|2665|183506|5947|209714|5993502|0x7fcbdfab80b99d087f8089d1379d8b7c6f80533cb358d58158d4d8355f0a3090
f|218323|25177|301894|1674914|2220308|5992743|0xed32c215986abb254e9b82d38d080d1ca9ba0ab29e0d9a7f92ddb07e297cf441
f|26260|35948|227482|8128|297821|5994201|0x09067356b462288518aeeeb574eb0f8117bc49a8a6c9c735eeebb8e434204031
f|19505|1388|207689|7838|236421|5992747|0xaad28946ef36b699aa12f6617f8317f1c58ed29a0bd35815bd837bf8986218ea
f|116387|10677|110652|32827|270545|5993781|0x4a9c551b1bf59c416df7183cc54e87f44b4d861f18a13f1649b481e01c138efb
f|30853|66901|221110|0|0|5994201|0x09067356b462288518aeeeb574eb0f8117bc49a8a6c9c735eeebb8e434204031
f|15600|1979|75559|5481|98620|5994454|0x9b602fb043b444b360e4e351f94d494e0533b06b5843d65e986fe314c2609078
f|89790|1828|94030|4723|190373|5993881|0xed203eb97c057ecdec9bfe6e9b894a961c4e49eb44cf8b8e55c5e5592738feb2
f|30308|2028|166683|10185|209206|5992809|0x8f2a2c8fc222869af1bf9e1cb341ef29bb7be547a1a76506ddb4d2cb49d7c543
f|8150|2049|140956|7489|158646|5994457|0xfe66fb12808a7e6e4181b0f37b1aaca4041f41dd88ecf2278bfe35eb8ecbb979
f|90256|1863|118594|6530|217245|5992810|0x277e50c56cab8741ce2d91346c9a046de8e2499e1ca834adb16b6b3c673df5e7
f|86007|2017|88070|9155|185250|5994014|0xfd15b06ed85192547fc9fc4b3b905d8584b823900cbebbb2b6f1f774c3dd4030
f|90376|4836|127798|4428|227440|5994533|0x302d835e248db59a8eaaf23d5d05293ce0f034b1bfe12f587a7a4cb36b39c358
f|11611|1391|73388|9506|95898|5994020|0x5331f02994de0ba1df59891c431e843a7bc38b0520e67f36135dab001acc3447
f|12812|1899|132348|6609|153669|5993290|0x76af0b3b70a507bb545b480bc202ea6f9f51e1ea116080f27797547b56df2e6b
f|91887|1794|108091|5677|207451|5994533|0x302d835e248db59a8eaaf23d5d05293ce0f034b1bfe12f587a7a4cb36b39c358
f|8598|2020|182809|9907|203335|5992792|0x4f77c5dc63d05c24c5b4286582345a344ba4a144aee1c86882b85bf46969d69a
f|10662|1894|132600|6921|152080|5993307|0x95e98e493d2e4e8cd2cc41241628494cf111c068bf07279a2f498890a075cfc3
f|86324|1520|215616|4843|308304|5994021|0xa093e6a07744569ed8c30f2cb6453a6c0fe067def342fcc310cf7cfc09d0133c
f|14535|3862|165215|67559|251173|5992800|0xf77152b1297b419d9393e8e0190d7663d26ed7d6707ca984135ab55291504118
f|31096|4679|160700|74266|270742|5992800|0xf77152b1297b419d9393e8e0190d7663d26ed7d6707ca984135ab55291504118
f|106237|1284|108651|6199|222373|5993105|0x8a6f9f88d64f90e17984379acdfba02bb6b794d5eb623c1934d20874e4d7db8b
f|89728|1447|124055|7619|222850|5994286|0xc94072a1b35268ee1bc3d505458ce09c63e5beac624de3bdc85f168e2a1c3e61
f|10445|1606|141071|8174|161297|5993343|0x5d20f07e12f417d3378c7fb362dd566b9530d93658d7680a5f2e8dd0145f20ee
f|100391|2770|165373|9476|278012|5993125|0x623f5ca42c2b4cc04cf8d0925b4e7d6414b79a86dc94187c38d4a35c8f38e3b5
f|11103|2150|94449|6092|113796|5993357|0x979875ac333fc296767515c1b23088ae105b702eb8283f95326cfe5526db387b
f|21309|144510|169798|25522|361141|5994745|0xe26431bda6b676769c82d3d99a82b3684843b555d02c22d49f35926397f320b6
f|89880|2608|116738|5968|215195|5993139|0x7cad91efa4c6461f9ee7ea82864d34613fad4ead7b51418150b9e5a7ec1f53bb
f|96124|5257|129998|14278|245659|5995208|0xb01347fa85fe4685ae8dae7d8ea327ea130897cdd7e0d59108996f5f3da04cc8
f|107568|2082|86718|4962|201331|5993708|0xeb5e126a7b10ffbb62f24da92972b3535c42dfd04d073964e45cc43be65c5341
f|23011|3610|137283|7201|171106|5995246|0x6a620befa41c5a040f798bee6418bfeb9449b193d4f24aea390fa3c65ad03a68
f|95717|3088|113104|7578|219488|5993423|0xb57a60c9bc920ccb8c8a6b9da9a0213e56b288558a263b30e3979d34d12ada2e
f|11066|1448|93231|5153|110900|5995268|0xa197f7dc2eb819d7614ec14e4a9beb61ea9df3bf626c638556da1e9c4d36b235
f|16049|1599|116084|6084|139816|5993721|0x9db1a5f63aaef401410a61a70079adc2525bab6ac7c0ca49b630813730e83c57
f|13459|1681|95735|8522|119399|5993463|0xab7d24c087993e48bb77ce2a29af07076e7d166df39fe17b8f049b00aa781ee0
f|12261|4277|88495|26681|131716|5993922|0x9289ba41a80227b9c83810cc3c813d230747d2826ac669d15f9d81713b7ba1f0
f|8875|3164|101816|30241|144098|5993922|0x9289ba41a80227b9c83810cc3c813d230747d2826ac669d15f9d81713b7ba1f0
f|9029|2996|119933|22459|154418|5993922|0x9289ba41a80227b9c83810cc3c813d230747d2826ac669d15f9d81713b7ba1f0
f|85182|1671|108787|5060|200700|5995315|0x86253f5ec11c4895e63456be3c5270421a1fdf3e78b36a16dc825ab68b6ef7dc
f|9840|2233|132383|5136|149593|5994245|0x5ed3f4e4c7045e5a0955b0e28ae66cedb49aa45b6deff1c2cfb7831cf0bc2520
f|128482|1551|121202|7413|258650|5993467|0xb23ee92843d88795c4889f59e389532105136d8652e6a2dc937e6646f7bc2372
f|18265|1359|110274|16912|146811|5994484|0x05eaf278c2de0b97a1aabf26f79efb76912ce4e5949000dca2fb408d84a1454c
f|112317|1782|174714|8430|297244|5992964|0xf659db74a2b62c1339d04af6b25f3d77d423cc8c9a0eed9aa7012e063e9b0d76
f|9517|1732|115339|7865|134454|5993678|0xf63010f2c4b823a9d54943bc38ec51f222f3e66f7753b1dcb4ce19dd658c969e
f|88421|1543|109127|7153|206246|5992969|0x8409d71581635446b621e49095a8506089a4cf9edea9e3d5f023ed9600cfe384
f|103768|2512|157201|12263|275745|5993681|0x590fabccc2c34a129c94df9f4515b6a4356c145e48f7044eb9dd77eb81c32585
f|16578|1732|101080|6805|126197|5992970|0x99a758d7f9abc060f299051e069be75d89a63a421266386130522348b5faa268
f|116135|3485|159015|5746|284382|5994595|0xa497cb6ac0e768d0a5d53a32d8dae7c8e4ea9478034a0f69da5be2e339b5437f
f|101811|1745|116500|6434|226491|5993712|0xf174b8823d7064375cdfc45b7b2a6d803914330c19fbe79374aa54a36b7efb06
f|29777|2918|150268|11030|193995|5993054|0x3e3bfb3f7876632812ac5e8a7d6f5c152a271fb6c62acd3975091e0feea8eb80
f|7966|2156|112478|6444|129046|5993061|0xa6559aa3f4791cda8c550377f48152612de14fd8864c275d1b04b6b9fc7dd0c3
f|195223|1819|179370|11605|388018|5992983|0xb498ac1258406b51f831fb99dae11f79e468312f9d139885dbf0f3dae092c339
f|122072|85757|171336|9335|388501|5993756|0x422b79e42be6ba8c30a24822651a2f0b7c770612013dc6ecdf45d9e086741b56
f|20382|1534|111290|11823|145030|5992988|0xef982665b3f32b21f7b027e68ff9b9502f61e6621940b2ee482efc7bb24f8d40
f|7065|92581|251989|5448|357084|5993106|0xa59d9b9764a3414ff20fde5be5fb1e79064a01fc5e1002f6707c9b577db46adc
f|9737|2409|137032|5144|154324|5993777|0xe1e5d2e97c5e2995ebde604e53d72198d800beffd6b1bc387c00428834a51d9c
f|99583|2068|114565|5875|222092|5993189|0x43494faca13226c4be49194e3571bca4d6c41e8c6989c19f359e44289de20567
f|10204|7053|135037|9358|161653|5993209|0x35a27596676c7ce26154d4ad247aed0c2d34e33aadc54b8f9cb1f9a62c268e72
f|7525|328586|192423|0|0|5993209|0x35a27596676c7ce26154d4ad247aed0c2d34e33aadc54b8f9cb1f9a62c268e72
f|21694|5149|149413|42612|218870|5994112|0x14b65f7a6a9a415a28182173c366413ef13fef425719395b6454d7e710a72ec3
f|100323|3220|115048|12084|230677|5993285|0x73f9f13d00349ef60dbfcf3afb290a9e2b6087bbfa7020aff774f84221c17a5a
f|23462|4578|136209|38670|202921|5994112|0x14b65f7a6a9a415a28182173c366413ef13fef425719395b6454d7e710a72ec3
f|3900|1579|87238|5183|97901|5993337|0xd355bb3f06eb98c9ead7db1d2127f00f6fe4e12752798f10c2da439b81112b65
f|10002|2044|88698|4960|105705|5994253|0x3fd7fc4e8cb84b263000760bf8c68043e2498254f21855595a5f621e65026840
f|6705|1353|69748|7100|84908|5993415|0xbeef5f3de10a002e9cc216dde9fbf2c5e201862ee9a737a66a567e1f9b9939d8
f|8568|2000|108757|5862|125188|5993415|0xbeef5f3de10a002e9cc216dde9fbf2c5e201862ee9a737a66a567e1f9b9939d8
f|274652|1431|120745|9235|406064|5993462|0xdabf3033cd52343fc158064b05e020dc02f882d566f17e4c798a03e1e58fc82e
f|395253|222975|553229|1907288|3078746|5993095|0x109d2c6cc9de5f4696be64f67b5ddc0b535c48b2f61af3fab5239c19f528e1ec
f|9827|1476|70062|7552|88918|5993511|0xf4c7779424ae78f8a86099254040134540e4057aac1d304e69c1c9674b2155f1
f|11076|1915|139083|8534|160609|5993417|0x98f998e851ff6ecaf435d54a23bab9566191be7acd013af4f461faae0e1d03dd
f|21681|5846|137743|34904|200176|5993155|0xfc44a6fdf6171425b37e85b0fa326d889d19885024e41c3f7c3787461fd5ec45
f|123236|1792|122087|9767|256885|5993419|0x4e89e4132da960735b34a2f8223a7d8470772527902278fc57286bc2218aa6c5
f|110486|1956|140906|11383|264733|5993419|0x4e89e4132da960735b34a2f8223a7d8470772527902278fc57286bc2218aa6c5
f|95725|1473|104070|12681|213950|5993663|0x1a402b607781e074c3d770113d5eb5df3dd26a6443f23cd929728a42afd2e8b6
f|9523|4325|127448|4954|146252|5993155|0xfc44a6fdf6171425b37e85b0fa326d889d19885024e41c3f7c3787461fd5ec45
f|9878|1677|140683|5172|157412|5993421|0xe9bd1117133b72fb3b2b1183d1e3245df0bcd06e91ddc01f1f0f78a53ae7b78b
f|12243|1397|139218|8492|161351|5993746|0x41e20233985632c97a47448094e9287e1a4e432d0bc2d66ea66bf740777849c5
f|17662|1551|101632|9771|130617|5993497|0xed4e6d953de5e66c8b26ecd27390d736d2bb81453030ef2119d5dae2793b0913
f|101816|1764|143519|5455|252556|5993450|0xc8eeb45e8dc145946b9cb843dcaaf839ab31ec822417e3c5c0915e2c02ec6c50
f|8447|2002|71526|18256|100233|5993748|0xc2e9f7bbd6362d4b74596837c342ecf1cef86d21535514282f3b6aca21b061f6
f|10059|1942|149817|6406|168225|5993607|0xdbc836068c137c5bed7c06024462291f9ab47042b3924dbba2310d63f6918bfd
f|5327|2368|96742|4895|109333|5993748|0xc2e9f7bbd6362d4b74596837c342ecf1cef86d21535514282f3b6aca21b061f6
f|17138|2541|147957|8740|176378|5993627|0x940d7bcea1534eac991e259c0f0ab1b9c00ef92d8932e267bc8e560a55d02006
f|13630|1972|151149|7394|174147|5993607|0xdbc836068c137c5bed7c06024462291f9ab47042b3924dbba2310d63f6918bfd
f|17444|2474|101918|5303|127141|5993658|0x3747dfccbfbfa9c6cb26d96c5186dabb2d424bbf1cb57ca534c80fbf0d67ef96
f|17792|2124|100430|6350|126698|5993635|0x2f61d92f6e5298c37fbd1b2e9fd91382b6db1fc27b7cbc06a09b86ae0063c1d4
f|15594|2442|124738|8544|151319|5993635|0x2f61d92f6e5298c37fbd1b2e9fd91382b6db1fc27b7cbc06a09b86ae0063c1d4
f|13829|2258|116732|8759|141579|5993859|0x2688b69a1909303079c97afac2a0536a835f4bdbe3eae25546ff98a6f653155b
f|86885|1704|70214|5680|164485|5993961|0x6389afe83953308ade14a85df4e16f673f388437da68c77bb950c74d23e9a52b
f|7362|1523|90706|6127|105720|5993860|0xe033d3d33bb3fec087fe68a24c825ee2e5c295b64329e07bdd46c597f2279192
f|10872|1826|76490|6139|95328|5994158|0x580e1ff5275596775be0835336e320d21b3e117945900a3f76943fcdcb01b582
f|155185|2018|148267|8561|314032|5993637|0x6fb43a0121dd09ed43701a86b4fdef29b830afb79e5773f9e47e83f8e4ef0970
f|92574|1916|95349|6001|195841|5993967|0x8ef4511035894b14e178ff3e1a7e251dd0a8b07fc86898c62c45bc5c4d89b14f
f|99311|1590|83361|5632|189896|5993638|0x173807d273d36f9b4b6367d9a363468f5c7271eb2be083e7ea8a15073eeb4345
f|8056|1566|171875|5607|187105|5994239|0xb3e9fda81ac7faef9966b79f4a5aba40019b632826a78ad325f0e85e71835eeb
