optimistic_submission|decode_duration|prechecks_duration|simulation_duration|redis_update_duration|total_duration
f|88995|14728|40737|59711|204172
t|153401|2756|13|42342|198514
f|113305|31257|38613|8774|191951
t|39684|4809|5|8798|53297
f|43211|2598|12460|5186|63455
t|29012|2904|3|5633|37553
t|30374|119859|17|10412|160663
f|16999|3958|13784|5570|40312
f|27023|4887|12967|7148|52027
t|27424|2577|10|7292|37304
t|30582|3374|15|6272|40244
t|31778|4772|12|10227|46791
f|48009|2761|18640|7337|76749
f|89837|2642|22773|38556|153810
t|121275|2927|12|7321|131537
f|94521|2560|25779|7811|130672
f|87120|2785|25488|7005|122399
t|128708|4280|7|9269|142266
f|113634|2884|31250|8180|155949
t|130454|3045|11|8471|141983
f|112820|2633|36177|9512|161144
f|89426|2845|38134|8095|138502
t|139988|2904|12|8723|151628
t|141745|2739|17|9695|154197
f|104363|2720|32557|10000|149641
f|88412|18393|33157|8296|148259
t|142879|4359|41|52180|199461
f|113659|2729|34824|13921|165135
t|144987|2874|14|8722|156599
f|104104|3075|35457|18510|161146
t|152529|3003|17|18705|174255
f|100015|5014|44688|58264|207982
f|95020|2144|39669|59767|196602
t|154751|5683|20|13166|173622
f|98289|4404|40742|55692|199129
f|99294|2175|42366|52664|196501
f|88138|5496|44658|10889|149182
t|161991|2659|16|8856|173524
f|131677|4928|42303|56118|235028
f|95546|9963|93029|196962|395501
f|99220|3620|91864|10090|204794
t|158737|2976|13|8667|170395
f|119607|13383|39829|10024|182845
t|153375|3501|4|63768|220650
f|97109|3388|92714|62598|255811
f|123974|4398|41062|58340|227776
f|87152|2272|41796|9653|140875
t|153922|2953|15|9809|166700
f|114756|18431|43563|53954|230705
f|89110|2403|43109|55331|189956
t|168695|6479|8|290205|465388
f|206287|86851|54181|60663|407983
f|275346|3731|194330|405354|878762
f|167016|180029|54376|55460|456882
f|189180|97910|195696|404558|887345
f|205978|3335|189032|104944|503290
f|105709|101604|92747|400559|700621
f|210572|105935|187844|299133|803485
f|272362|2948|583784|118129|977223
f|1207137|1293070|1399841|709026|4609075
t|31196|3299|17|6009|40522
t|318292|11006|17|17645|346961
t|356221|2393|43|155315|513972
t|545947|10954|8|202045|758956
f|184948|2549|100570|103720|391788
f|709632|1300617|1601181|588488|4199919
f|140700|2673|348939|113004|605318
f|126452|2490|201208|405128|735279
f|403501|95883|192113|202656|894154
f|407030|3806|196652|201279|808769
f|301111|106492|123912|83249|614765
f|314425|2216|119400|73735|509777
t|320403|2382|9|180350|503145
f|511603|893049|1294706|1309954|4009313
f|1406737|1194640|803578|607282|4012238
f|135490|61732|42042|15676|254942
f|245386|2350|38911|16435|303083
t|216462|2207|11|93730|312412
f|117776|2401|40292|50828|211299
t|365290|2373|11|48399|416074
f|283476|2426|43640|50234|379777
t|207601|2206|14|190097|399919
f|121897|3581|174019|106087|405587
f|149516|2865|106871|14398|273652
t|178877|2347|14|16819|198059
f|150889|2332|120292|108320|381835
f|130800|2729|66362|12968|212860
t|371248|2546|11|27821|401627
f|183663|2424|50712|43907|280708
f|142626|2220|101879|14929|261656
t|397198|2340|11|189835|589386
f|265891|2119|186509|1004515|1459036
f|494305|103656|193482|4002419|4793862
f|704603|704859|1500566|1897710|4807740
f|222899|78255|58155|49384|408695
f|318626|4789|59680|28114|411211
f|178562|2438|85823|105474|372299
t|416351|89377|10|996243|1501982
f|307594|3712|188536|3904767|4404611
f|611107|787820|607844|2692498|4699270
f|307658|3816|187765|4212122|4711362
f|1006561|890141|910733|1289311|4096748
f|1001388|592947|1103368|697441|3395145
f|1697889|1000765|900308|595314|4194278
f|1499184|798257|1098921|802263|4198627
f|1612977|893661|603788|601161|3711589
f|1602108|1199468|707271|602509|4111358
t|916|4119|13|4318|9368
t|2207|2799|15|5257|10279
t|1805|2747|10|5075|9638
f|1871|2614|97311|4822|106619
t|1812|2625|8|4532|8979
t|1342|2828|11|5708|9890
f|1848|3375|94749|4784|104756
t|1542|2580|12|5202|9338
t|1351|2647|12|4640|8652
t|1487|17972|13|5445|24918
t|1729|3417|15|5648|10811
t|2175|3083|13|4915|10188
f|1724|2716|92197|4307|100946
t|1363|2667|22|5429|9482
t|2214|5312|21|7416|14964
t|1255|3194|8|5802|10260
t|2222|3452|21|5573|11269
t|2199|2716|13|5480|10409
f|3675|3025|102671|6258|115631
t|6169|3027|15|5811|15023
t|2811|3174|13|6029|12028
t|2409|2688|12|5146|10257
f|2182|2589|98977|10703|114453
t|2363|2887|13|4915|10179
t|1584|2686|11|5224|9506
f|2524|2698|151303|5396|161923
t|1427|3012|15|5637|10093
t|2437|2490|14|4997|9939
t|2841|2839|11|6241|11933
t|2581|2880|13|5081|10557
t|2979|2735|13|6452|12180
f|1901|3035|100336|5604|110878
t|4102|2822|11|6842|13779
f|3608|3052|102922|5742|115325
f|33985|3177|100400|5230|142794
t|5151|2684|26|5958|13820
f|5061|2692|96512|6206|110473
f|3225|3212|101653|5156|113247
t|5291|2957|12|6027|14289
f|3505|2409|99743|5542|111201
t|3818|2148|3|5169|11139
f|102651|4281|193643|9978|310555
t|164649|3298|20|7669|175637
t|114444|4500|8|23262|142214
t|129656|3049|3|6970|139681
f|113035|4466|38564|57689|213756
f|88843|36964|38227|8293|172328
f|87114|4528|33666|15375|140684
f|198764|105419|98274|196588|599046
t|107485|3375|6|95438|206305
f|102067|206843|94804|104564|508279
f|6256|3326|10076|7793|27453
f|42335|2927|9762|4875|59900
t|20086|2482|10|5742|28321
t|8203|2853|17|5146|16221
t|8549|2614|10|6447|17622
f|6521|3671|8726|5796|24716
f|25684|3795|8483|6190|44154
t|7664|2837|3|6191|16697
t|6319|2605|10|6143|15078
f|105545|98541|107372|291587|603046
t|8945|2992|14|5827|17779
t|9071|2637|10|5363|17083
f|24901|3534|9330|6295|44061
t|8982|2755|12|6769|18520
t|6241|3011|10|8756|18019
t|11588|3435|15|7592|22631
f|14654|2467|12375|6314|35812
t|9923|2640|11|5268|17844
t|24566|3529|12|5798|33907
f|7741|2890|11900|5891|28423
f|102259|2752|12828|7264|125105
f|82604|2188|36811|7789|129394
t|109667|2825|14|6083|118590
f|93066|4998|23159|6444|127669
t|109503|2687|32|7951|120174
f|85772|2986|20579|7181|116519
t|9840|2879|14|6458|19192
f|16173|2578|16086|6244|41083
t|10486|2763|15|5668|18934
t|108912|2899|3|6637|118452
f|86155|5632|56585|7127|155501
f|88526|3538|27378|68573|188017
f|85193|2820|29309|18358|135681
f|124310|4432|26979|61180|216903
f|84089|3218|29655|7911|124875
f|140447|2584|37363|54983|235379
f|96230|2357|20345|6432|125365
t|110655|2767|12|8170|121607
t|120930|2785|13|11417|135147
f|93916|2877|23187|6725|126707
t|111777|2541|12|7299|121630
f|87436|3271|29927|7400|128036
f|84602|2653|28425|7880|123561
t|111266|2202|11|10706|124186
f|95438|2551|27024|7286|132301
t|112984|2706|13|7086|122791
f|96160|3901|30243|67493|197799
f|112292|92147|105733|289014|599187
f|203332|3600|92260|11539|310731
t|115906|3933|15|12676|132531
f|85098|23092|30363|9527|148082
f|103010|3630|30427|9798|146866
t|114428|3073|23|7565|125091
f|86916|13410|30954|14195|145476
f|111785|4547|33762|68802|218898
t|114394|78963|12|14658|208028
f|86089|13097|30967|20288|150442
f|131671|4672|32264|7240|175848
f|105271|2916|34175|7303|149666
f|89368|11801|33375|72640|207186
f|142978|4156|84568|17672|249376
f|201969|200061|105003|288597|795633
f|84205|3054|33500|49940|170700
t|118147|190038|6|204905|513097
f|293836|96988|94900|311293|797018
t|470|3112|20|3985|7588
t|542|2845|13|4046|7447
f|486|2755|6821|7070|17133
t|588|2806|11|4890|8295
t|385|2698|11|4508|7603
t|441|2744|12|6099|9297
f|302902|292619|304445|300949|1200917
f|308472|396535|399113|399341|1503463
f|201117|206657|390644|710105|1508525
f|202413|392920|498664|112127|1206126
f|209442|201422|296414|506570|1213850
f|12230|289809|204171|806171|1312382
f|406211|195451|307266|692902|1601831
f|395586|399125|432829|77648|1305190
f|307128|93923|296865|109557|807475
f|209009|387452|453480|158974|1208917
t|529|3018|15|6765|10328
t|434|2938|14|4712|8100
f|528|3563|5194|4393|13679
f|390|3028|5937|4085|13441
f|487|2459|6128|4861|13937
t|606|2776|14|4280|7678
f|536|2714|5732|3946|12929
t|655|2872|13|4257|7797
f|694|3260|5488|4328|13772
t|651|2949|12|5236|8849
t|752|2823|12|4591|8178
f|540|2410|6969|4599|14519
t|644|2933|22|4907|8508
f|801|2903|7053|4779|15537
t|723|2810|6|5995|9536
f|871|2685|8469|4555|16582
t|1037|2683|16|5061|8798
t|747|2479|12|4731|7970
f|14446|2770|16431|5174|38822
t|1252|2825|7|5674|9759
f|3464|3076|15594|5138|27273
t|6869|2477|13|5392|14753
t|2522|2670|12|4477|9683
t|2874|2741|8|9019|14644
f|15116|3840|22475|5114|46546
t|3922|2529|11|5434|11897
t|141520|3172|26|59961|204681
f|101760|2180|32280|10004|146225
t|134867|2146|11|67214|204239
f|160108|5521|31446|59222|256298
f|3720|2950|21753|5175|33599
f|11442|2881|18219|5435|37979
t|8223|2417|6|5721|16369
t|4258|2875|10|5515|12660
t|3766|2733|13|4746|11259
f|3562|2702|20808|4688|31762
t|4511|2918|15|5462|12907
f|120077|2193|29469|10489|162230
t|136984|2213|19|8818|148036
f|101887|2149|41258|64592|209888
f|105737|2219|32735|12037|152730
f|100282|2898|33353|92337|228872
f|85251|2181|33192|10183|130808
f|100688|2270|38472|9469|150900
t|136750|2143|3|82148|221045
f|102658|47168|96032|210073|455932
f|124149|91988|95672|1000807|1312618
f|428491|6315|91642|1305233|1831682
f|294275|205542|396207|593246|1489272
f|203300|8035|89793|200753|501882
t|142951|2231|16|80633|225832
f|108330|4457|32529|13068|158385
f|101961|2347|34416|12725|151451
t|142258|2401|13|76883|221556
f|95762|13910|34933|22698|167305
t|133657|4168|32|84119|221977
f|102099|2243|40113|76540|220996
f|84176|2371|40396|10577|137522
f|97247|2508|75504|11398|186658
f|105213|2294|42166|11730|161404
t|194803|8884|18|9742|213449
f|199612|3904|89407|106130|399054
t|402632|298781|7|809311|1510732
f|612972|93426|302276|196914|1205590
f|199297|193120|400329|199286|992034
f|98406|290568|99990|1311925|1800890
f|394367|212918|194973|606831|1409091
f|89057|2477|603647|996888|1692070
f|88881|2188|160452|1398335|1649857
f|204440|292645|200786|1098066|1795939
f|109003|288097|205351|801832|1404284
f|296383|198767|198769|1006446|1700367
f|199859|190996|203203|1002498|1596557
f|390034|208584|97189|410726|1106533
f|92423|2570|46849|6018|147861
t|112270|2665|22|7938|122897
f|100420|2705|53921|8188|165236
t|113139|2587|12|9045|124785
t|114396|3925|17|9671|128010
f|101344|3053|36555|6989|147942
t|107128|2854|6|7729|117719
f|96827|2840|45560|7069|152297
f|95601|3008|47557|8184|154351
f|85874|2616|42034|8460|138986
f|90668|2559|44954|8610|146792
t|109643|3248|13|8934|121839
f|95948|2565|39680|6943|145138
t|156906|3390|28|8409|168734
t|113119|2890|15|8614|124640
f|96601|2862|94084|12769|206317
f|104942|7598|76529|9732|198803
t|120683|3594|4|68554|192838
t|118923|2318|10|9336|130588
f|91559|3060|42736|8269|145625
t|114412|56897|9|14039|185359
f|93697|3397|42180|9300|148575
f|114940|2577|46397|51808|215722
t|114559|3152|13|7718|125443
f|92088|2962|46231|9072|150355
t|116725|2284|12|7080|126103
f|92187|2987|55433|8057|158665
t|120281|3811|3|59784|183880
t|117785|2292|2|9885|129965
t|113582|3082|17|8120|124803
f|90150|2769|43453|9211|145585
t|114418|2675|14|8826|125933
f|98711|2746|41008|8725|151191
f|88222|2716|88024|11796|190760
t|117930|2978|13|7257|128180
t|116001|2748|14|9864|128628
f|97765|34947|47815|54669|235198
f|93839|2143|52094|9210|157287
t|116495|2949|11|10143|129600
f|96071|2447|51194|9866|159579
t|116923|3244|13|9579|129760
f|94819|3050|70204|63888|231962
f|150106|3178|989418|1002734|2145436
f|87285|2858|254354|1694600|2039099
f|197999|295394|105291|592200|1190886
f|399878|301508|93894|309286|1104568
t|119150|3338|4|13358|135851
f|111623|3721|60244|8499|184089
f|87855|2031|58648|26979|175515
t|120963|4389|6|158845|284204
f|88635|3203|747618|992511|1831969
t|96934|396842|4|1101512|1595294
f|130937|75263|1352921|10976|1570099
t|119599|2445|14|7993|130053
f|94921|4448|1057457|999553|2156381
f|106653|296444|194372|1103167|1700638
f|101832|2746|500898|995300|1600778
f|143673|193555|98315|1412897|1848441
f|298742|303348|104194|693538|1399823
f|298484|208429|90469|309309|906693
f|290527|302888|101385|497570|1192371
f|301291|201920|96634|205594|805440
f|207222|291117|108352|202574|809266
f|202141|289946|410563|705945|1608597
t|126038|3291|40|95562|224933
f|85021|2813|39536|8928|136299
f|93234|3024|40420|49831|186511
t|891|2649|13|5270|8826
t|972|3063|13|5244|9293
f|1055|2874|12528|5912|22371
t|874|3188|4|4898|8966
f|824|3023|11214|4976|20038
t|929|3802|11|4956|9700
f|610|3081|12589|4756|21038
t|974|3153|10|5695|9833
t|6137|2687|11|5748|14584
f|17717|3234|13124|6035|40112
t|9113|3117|15|6195|18441
f|8609|3190|12022|5755|29577
t|7034|3139|3|6640|16816
f|16168|2776|17452|6454|42851
t|32162|2560|11|6859|41593
t|8622|3263|14|8485|20386
f|13160|2785|17680|6779|40405
t|8303|2352|12|6165|16834
f|6508|2669|17244|5881|32304
f|13667|3211|17231|7328|41438
t|12774|2598|4|39579|54956
t|12491|2922|7|7328|22749
t|8398|3855|13|7068|19336
t|8888|2271|12|6358|17531
f|12846|5121|18971|5795|42735
t|9227|2739|14|6121|18103
f|7570|3484|18210|6153|35419
t|9612|2379|17|5982|17992
f|14353|3121|20065|6529|44070
t|10393|2738|10|5955|19097
t|36962|3164|3|7484|47615
f|14420|3309|23464|6946|48140
t|11023|2748|13|8522|22307
f|5494|2750|25263|5838|39346
f|11870|2932|27339|6794|48936
t|278532|4512|7|99001|382054
f|106566|4445|192560|104500|408073
f|165320|3994|32205|67134|268655
f|129258|57171|30169|8415|225013
t|104715|2509|10|7560|114796
f|100945|3832|32027|70079|206885
f|183101|2983|33410|50788|270284
f|93689|3173|32627|11183|140673
t|40509|4061|12|17528|62111
f|90521|2747|30572|7793|131635
t|117163|2917|18|8560|128660
f|108389|75774|28909|8491|221564
t|117405|2969|4|8204|128584
f|88803|3178|35911|8669|136562
f|92482|3779|29326|8591|134179
t|120182|8430|15|8233|136862
f|95793|2809|28448|8440|135491
t|155777|2376|13|9387|167554
f|95626|2814|29953|8598|136993
t|117249|3970|15|8496|129731
f|94115|2741|29736|8093|134687
f|94885|2718|29476|10624|137704
t|117190|3664|5|9278|130139
f|86122|3383|29475|7983|126965
f|88799|5344|218158|103550|415853
f|201332|4230|95193|8659|309416
f|199027|3470|116450|9512|328460
t|80225|2440|2|7335|90004
f|158380|2653|30539|11077|202651
t|116628|2674|14|7909|127227
f|87984|3139|33313|66105|190543
f|92468|4458|89999|13451|200378
f|87590|44741|32124|8904|173361
f|88368|3064|31433|72061|194928
t|751|3968|11|4346|9078
t|5957|3664|12|8960|18595
f|23282|3522|77785|9114|113704
f|7924|2752|76394|5658|92729
f|2969|2698|74390|7053|87111
f|4148|2800|80651|9121|96721
f|12840|3667|23297|9466|49271
t|1417|4439|28|7583|13469
t|1072|2636|11|5463|9183
f|2177|2532|20548|4972|30231
f|13752|3322|21278|5464|43817
t|1430|2536|10|4859|8836
t|1518|2433|279|5453|9685
f|8272|2543|20580|4555|35952
t|1707|2764|13|4836|9322
f|5209|2897|21925|6396|36428
t|3677|2572|11|5550|11811
f|7381|2910|24300|5238|39831
t|73998|2779|13|5136|81928
f|9561|2815|29631|5374|47383
t|3039|2239|12|5510|10802
t|2515|2683|9|5497|10705
f|2078|2973|25776|5621|36449
f|10578|2653|28726|21199|63157
t|3774|2692|14|5683|12165
t|3511|2275|18|6184|11990
f|10108|3017|30673|8610|52410
t|5093|3613|14|6706|15428
f|6726|2580|30927|5864|46099
f|12489|2909|33281|6760|55440
t|4523|2787|13|6686|14011
t|28473|2990|7|6719|38189
f|14179|2923|37210|5606|59919
t|5476|2836|5|6305|14624
f|6009|2758|35679|5931|50378
t|5420|2594|11|6041|14068
f|13614|2560|37526|5858|59559
t|5234|2714|11|6582|14542
f|13382|3156|34970|6490|57999
t|5116|2842|13|5643|13615
t|6230|3282|3|7223|16739
f|2322|3182|34685|5609|45799
f|10008|2630|36014|6414|55067
t|5805|2678|13|6431|14928
f|11345|3072|40735|8287|63441
t|35998|2709|18|5400|44127
f|4267|2647|39233|6100|52248
f|11621|2965|37339|5339|57265
t|6145|2842|12|5787|14787
t|6328|2625|11|6604|15569
f|13759|2821|42227|8036|66845
t|6065|2552|11|6871|15500
f|6307|2997|40814|5723|55843
f|10900|2778|39268|7286|60234
t|6843|2885|13|6917|16660
f|2683|2947|41530|6357|53519
t|6740|2422|8|6656|15829
f|11961|2550|39817|5980|60310
t|7278|3133|14|6838|17265
f|5085|3177|41243|6832|56339
t|38938|2388|12|6075|47415
f|3345|2974|72557|6715|85593
f|27322|2736|75146|5588|110794
t|8067|2873|16|7436|18394
f|3340|2595|71746|7136|84819
f|12731|3354|80226|9678|105990
t|8509|2585|9|29533|40638
t|10441|5558|6|36179|52186
f|10333|4037|78972|8437|101780
f|29636|4356|79953|34597|148543
f|10089|4697|84599|6931|106318
f|4575|3942|88836|7909|105263
t|9399|36787|8|8838|55034
f|4192|3794|92761|7795|108545
f|9159|2635|141385|9116|162296
f|3048|2270|89333|8093|102746
f|6617|4000|78049|37384|126050
f|27256|2672|107925|11108|148962
f|3340|2894|79493|11301|97029
f|5960|2760|83186|7315|99222
t|10340|2727|15|7922|21005
f|2366|3085|80554|7459|93465
f|26727|2679|80154|6767|116329
t|10298|2798|13|7746|20857
f|5133|2821|82108|7236|97299
f|7709|2950|87589|6727|104977
t|11017|3005|19|34629|48671
f|2900|2734|33982|5969|45586
f|5966|2570|30794|7915|47247
t|583|3232|19|3708|7543
f|743|4074|8024|4683|17526
t|785|2710|10|5039|8545
f|660|3517|9373|4520|18073
t|762|3337|14|5143|9258
t|635|2544|14|4659|7854
f|884|4184|10440|7905|23413
f|1225|4661|10429|4192|20508
f|6337|4563|20138|5434|36474
f|608|2559|7322|3741|14232
t|719|2818|14|4196|7749
t|802|2604|12|4217|7636
f|496|2573|7920|4024|15014
t|769|4022|17|4306|9116
t|1162|4965|27|11073|17229
t|891|2852|6|4635|8386
f|947|2851|11118|5264|20182
t|973|2946|12|4166|8099
t|4105|2780|15|5371|12273
f|14733|2297|12921|5116|35069
f|4300|2877|11689|4155|23022
t|2332|2720|11|5334|10398
t|2388|2796|12|5356|10553
f|11274|3031|14037|5442|33786
t|2294|2749|22|5096|10163
t|2140|2658|22|5153|9975
f|9602|3021|13726|4543|30892
f|1979|2994|13239|4859|23072
t|2519|2950|11|4735|10217
t|3124|3486|3|5086|11700
f|9520|2997|14675|5244|32437
t|2272|2558|11|312912|317755
f|13615|3628|17192|4572|39010
f|4752|3045|15349|5189|28336
t|34636|5892|13|20081|60624
f|11384|3905|17791|4710|37792
t|3672|2732|11|5462|11879
t|3912|3834|11|5345|13103
f|10991|3178|19536|5507|39215
t|4103|4200|11|5953|14269
f|96239|2068|29158|0|0
t|3114|3351|4|5889|12359
f|11182|2978|22007|4917|41085
t|5100|3139|3|5908|14151
t|5166|3127|7|5207|13509
f|14019|2668|27343|5201|49232
f|4395|2756|23435|4616|35205
t|4367|2420|24|4967|11779
t|34681|2993|12|5491|43179
f|14136|2766|27993|5373|50268
t|9050|3232|14|6939|19237
f|12385|3157|29701|7603|52847
t|9070|5817|9|6960|21858
f|6269|4842|26829|6699|44641
t|8872|2594|7|6314|17788
f|17292|2670|28486|6696|55147
f|3668|2585|28418|6074|40747
t|8579|4184|13|6361|19138
f|5077|5579|31540|6870|49068
t|9538|8492|19|12274|30324
f|12212|3006|30312|6832|52363
f|4590|2625|27890|5217|40324
t|8756|2565|10|8813|20146
f|3585|3524|27345|6468|40923
t|9113|2424|10|6441|17989
f|18997|3655|28534|6576|57764
f|5391|3049|28501|6285|43229
f|3289|3576|27893|5907|40666
f|4267|3313|27197|48219|82997
t|21904|2241|21|5916|30083
f|14101|2743|28263|6224|51333
f|8103|2829|28633|12460|52026
t|10054|3132|14|7625|20826
f|3442|2841|32560|6686|45531
t|10516|3836|13|5793|20160
f|12874|2825|29455|5567|50723
f|90473|3053|29470|8098|131096
t|10311|2416|10|6833|19571
f|4462|2495|29721|6783|43461
t|9700|2849|14|6750|19315
f|3552|3559|30894|6866|44873
t|11464|2245|10|48124|61845
f|20899|2585|30462|6538|60485
t|9890|2653|13|7826|20384
f|5014|2996|31447|7142|46600
t|12970|5126|9|10878|28984
t|46069|2579|23|7332|56004
f|3330|3116|33744|50421|90612
t|1193|2433|2|5816|9445
f|9583|2863|12875|11470|36793
t|918|2462|10|5058|8449
f|11441|2625|12043|4551|30662
t|958|2494|54|4520|8028
t|1037|2849|16|4419|8322
f|106992|26644|21925|76463|232025
f|87862|2462|24197|7081|121604
f|113048|2212|22225|7365|144852
t|131398|2727|33|11954|146113
f|95594|2594|24319|7438|129947
t|133858|2989|13|7470|144330
f|88487|4198|24176|25507|142369
f|165112|3088|35898|9805|213904
t|1016|2511|4|4607|8139
f|9457|2530|10959|5502|28449
t|794|2487|13|4665|7959
f|1141|2898|12306|7416|23761
t|133115|6470|5|41473|181065
t|133099|3323|16|10288|146727
t|130295|2533|7|7428|140264
f|91095|51154|22537|9889|174676
f|93855|2835|28826|8850|134367
t|133310|2622|10|8941|144884
f|86748|3131|24602|7956|122438
t|137141|2677|14|27538|167372
f|89047|2709|24484|16162|132403
