optimistic_submission|decode_duration|prechecks_duration|simulation_duration|redis_update_duration|total_duration
t|801|2838|9|4995|8644
f|753|3199|13017|4794|21764
t|864|2446|15|4903|8229
f|1008|2985|18498|5248|27741
t|910|2630|11|4569|8121
f|12893|2669|13738|4746|34047
t|1026|3712|14|8090|12843
t|777|2697|13|5743|9231
f|13735|2865|15136|5097|36834
t|1178|2954|4|4953|9091
f|2593|3040|14109|5183|24927
t|734|2836|15|4967|8554
t|1101|4211|7|5868|11188
t|1064|2853|9|5623|9551
f|12721|2943|17856|5056|38577
t|843|2800|14|5982|9640
f|1150|4116|16935|5314|27517
t|1068|2563|11|7129|10773
f|13622|2660|14895|5927|37105
t|1215|3247|13|5838|10314
f|13025|2621|17051|4991|37689
t|1285|3419|12|5856|10574
f|3554|3027|18146|5032|29761
t|1421|3384|16|4903|9725
f|13204|2776|17824|5596|39403
t|1166|2802|12|5322|9304
t|1131|2629|12|7128|10902
f|13755|3052|17863|5834|40506
t|998|2666|12|6120|9798
f|2656|3314|18603|5912|30486
t|1465|2926|12|6452|10856
f|12014|2870|20261|5445|40592
t|2645|2970|8|6121|11745
t|2165|2785|11|8002|12964
t|3947|252020|6|270813|526788
f|196474|98236|99593|199859|594164
f|11426|2688|20814|6376|41306
t|2700|2745|21|7255|12723
f|4922|2866|23378|6070|37237
f|10658|2824|21789|5899|41171
t|3073|2757|9|6200|12040
t|3647|2804|29|5995|12477
f|2127|2755|21059|6514|32457
f|12467|2878|23077|5946|44371
t|3934|2643|10|5843|12431
t|3081|2535|25|6624|12266
f|2331|3140|38534|5581|49587
f|12646|2427|57340|6385|78799
t|4332|2822|12|6027|13194
f|1994|3115|38806|6892|50809
f|3011|2804|37956|5773|49545
t|4724|2694|4|6884|14309
f|12221|2769|41553|668323|724867
f|2220|11283|194760|106459|314723
f|101497|96190|104474|205026|507188
f|4450|157422|105220|102802|369895
f|5978|103416|91691|108690|309776
t|3951|3576|7|105228|112763
t|104394|7792|6|497033|609227
f|200930|98626|94341|106333|500232
f|2417|94482|99338|108140|304378
f|4231|4186|91411|8031|107860
f|108089|3777|28190|175153|315211
f|101443|7333|195537|501515|805831
f|304970|304295|498603|698396|1806265
f|401971|304240|300417|1096935|2103565
f|603082|496305|203240|297995|1600623
t|1114|3886|3|5192|10197
t|1100|3171|3|5423|9698
f|14205|2828|16018|4088|37141
f|204761|396809|109778|1695710|2407061
f|470346|202953|190569|1805935|2669804
t|943|4092|6|5551|10594
t|4486|3477|13|6435|14413
f|5969|4776|18653|7158|36557
f|20815|4579|20602|6961|52958
t|5388|5704|31|7219|18344
f|308589|401441|498856|1296958|2505845
f|799597|203920|398993|503618|1906129
f|597284|491787|199790|220193|1509056
t|960|3161|15|5238|9377
f|1296|2992|16853|4952|26095
t|1015|3801|12|4576|9406
f|11674|4246|18553|13739|48212
t|1047|2640|23|5707|9418
f|11441|2579|18269|6974|39265
f|4201|351679|30257|6250|392390
f|113620|226624|41818|10230|392294
f|101902|2397|28295|9816|142411
t|136487|2804|22|10518|149833
t|4695|2507|12|6124|13339
f|11637|2805|19823|5490|39757
t|4513|3734|13|7657|15918
t|5680|3035|6|7358|16081
t|133937|49005|4|17439|200387
t|135354|72130|25|13830|221341
f|93691|2274|32066|10054|138086
t|135048|2467|12|9194|146721
t|134381|2411|4|8862|145660
f|142156|3903|92050|11557|249667
f|103873|2754|34392|9565|150586
f|105320|2413|37729|74921|220385
f|102168|2171|42855|49634|196830
t|109518|2377|14|9902|121812
f|105382|2193|45579|10603|163759
t|136582|2565|11|9234|148393
f|103799|2725|45611|14916|167053
f|204625|204086|102273|2090012|2600997
f|698766|499155|404166|897476|2499566
f|133635|90003|31167|8961|263768
t|136915|2380|11|8829|148136
f|95030|2403|39144|10561|147139
t|138690|2272|16|8703|149682
f|103394|2394|42688|9700|158177
f|104353|2139|44347|9590|160430
t|135507|2074|10|8357|145949
f|121935|2324|49753|10459|184472
t|160449|4718|27|368209|533404
f|105675|14526|55212|14098|189512
f|119301|2317|51811|46255|219686
t|140103|2379|11|11110|153604
f|128207|2841|90668|12382|234099
f|209830|4346|51797|47818|313792
f|106045|2448|52137|10495|171126
t|141756|2391|19|41210|185378
f|102680|4080|52468|49002|208232
f|110967|90118|53413|11007|265507
f|121888|2147|56031|13195|193263
t|189256|2313|17|12146|203734
f|106326|2285|57667|11505|177785
f|147418|2597|65934|25339|241291
f|102879|2443|90205|13023|208552
t|182633|96333|4|2208210|2487182
f|406079|702243|710895|592894|2412112
f|694012|394076|499129|808076|2395293
f|610036|299112|399488|702039|2010676
f|699728|393200|308132|695449|2096511
f|494971|304338|391308|1112708|2303326
f|2585|2755|19816|8395|33553
f|11398|4060|18577|6569|40606
t|10621|2747|12|7474|20855
t|11501|2715|13|7811|22042
f|91117|3672|69884|12581|177256
f|108215|94072|202956|1200202|1605446
t|870|4217|14|5466|10568
t|1328|2624|23|5906|9882
f|13208|2916|19738|6097|41960
f|201921|99750|196958|905383|1404013
f|187283|97449|203663|1104997|1593393
f|297578|6940|295763|1104822|1705104
f|503099|109202|199086|502329|1313717
f|203712|2247|389668|1011462|1607091
f|92727|2306|979832|1199800|2274667
f|204471|100347|91042|601674|997535
t|2118|2635|11|5467|10233
t|2345|3148|5|7393|12893
f|17147|3119|25635|7163|53065
f|9953|2784|20269|6657|39665
t|115039|2824|14|7470|125348
f|101203|2842|31400|9776|145222
t|114002|2454|14|8085|124556
f|87157|3138|39697|8077|138071
t|114276|3298|15|27493|145083
f|88013|3463|33329|7590|132396
f|85504|2871|33681|19051|141109
t|115235|2737|19|8909|126903
f|101052|2619|34386|8450|146509
t|114867|2639|20|8736|126264
t|119121|3842|4|79130|202099
f|96151|3712|40167|10913|150944
f|101224|2770|45748|9034|158777
t|121935|3068|12|9553|134569
f|137882|4019|48437|51179|241518
f|94516|2223|46289|9573|152602
f|145566|2799|33836|61872|244075
t|116566|2884|13|8149|127614
f|86593|50919|36465|7055|181034
t|117002|2702|13|9886|129605
f|88154|2501|35556|7227|133440
f|94267|2568|36486|8593|141916
t|117929|2438|3|7918|128288
f|94241|2803|37909|8930|143885
t|119179|2313|5|8082|129581
f|91628|2372|38569|26062|158633
t|118273|3458|15|85992|207739
t|122606|2245|10|8420|133282
f|136562|2335|48314|49425|236638
t|122553|2226|3|8527|133310
f|102456|2606|46627|8121|159811
t|123348|2887|11|11242|137489
f|89711|2410|48169|12704|152996
f|95613|2238|750162|909392|1757407
f|93252|2095|479690|1098955|1673994
f|295668|202726|99584|119348|717327
t|124595|4535|4|13250|142386
f|92578|4498|48589|15745|161411
f|95289|21649|58121|41916|216976
t|125732|2406|14|9020|137173
t|125205|2268|3|9816|137293
f|100013|2257|368387|10703|481362
f|90478|2236|466830|8536|568081
t|125760|2484|11|9841|138097
t|127864|2148|14|9511|139538
f|88899|2316|992452|11888|1095557
t|178332|2157|12|301225|481728
f|95259|2322|1247078|899682|2244343
f|94991|3482|572681|1100677|1771832
f|107310|2565|1399714|1108242|2617832
f|207994|204673|188583|27218|628470
f|398963|199196|110248|502916|1211324
f|204626|292814|99342|605909|1202693
f|395208|106431|94282|703315|1299238
f|210651|93763|202390|405332|912138
f|90771|2303|813413|1203862|2110350
f|5952|94818|99294|199990|400056
f|1152|9563|89378|11984|112079
f|1330|9338|89842|11694|112205
f|1615|6534|93410|102475|204035
f|1943|4497|95477|106499|208417
f|2481|98354|99944|99490|300271
t|46969|7959|7|192083|247019
f|12985|482848|496215|11088|1003139
f|93159|5896|95215|98872|293144
t|61884|3954|5|106606|172451
f|91202|5237|92520|6937|195897
t|1397|3895|9|7359|12662
f|91514|4676|92693|6910|195794
t|61566|4240|6|106200|172013
f|84909|6355|95624|9231|196121
t|577|4543|12|4206|9340
t|731|2874|14|4174|7794
f|949|2848|5670|4913|14381
t|652|2687|15|4649|8004
t|688|2375|13|4426|7503
f|586|2649|4985|4487|12707
f|526|2668|6420|4296|13912
t|672|2400|12|5034|8120
t|741|2701|11|5372|8827
f|694|3921|11014|5959|21590
t|684|2599|8|4941|8234
t|635|3447|10|4389|8482
f|802|2765|12983|8159|24710
f|836|2808|12931|5489|22065
t|852|2604|6|4771|8234
t|1035|12995|15|5269|19316
f|966|4251|17952|11734|34905
t|668|2490|23|5433|8615
t|753|3041|14|6091|9901
f|886|3964|15407|4128|24387
t|693|3161|11|5302|9168
t|723|3094|11|4754|8583
f|995|3200|16150|5366|25713
t|881|2616|12|6406|9916
f|817|3046|11947|6240|22051
t|1058|3573|9|5860|10501
f|12700|6396|12027|5352|36475
t|770|2638|13|5428|8850
t|1192|438739|1809|500568|942310
f|102809|5561|94117|198685|401174
f|1444|5031|92334|6210|105020
t|2799|4192|8|15351|22351
f|68758|4190|96144|7000|176093
t|3731|4042|6|92354|100134
f|31297|3144|96204|12304|142951
t|1668|4531|6|97958|104164
t|1748|10507|4|97054|109314
t|1877|6291|5|100411|108585
f|2390|5171|89852|14174|111589
f|2327|8482|88975|106287|206072
f|2016|4186|96752|107063|210019
f|87920|100801|94481|8349|291553
t|2318|6744|6|101352|110423
f|2072|98373|94398|12611|207455
f|2246|99082|100269|8053|209652
f|18494|3285|60755|104446|186981
f|54313|6956|89560|10140|160970
f|3121|4997|26180|66867|101167
f|12907|61010|28723|6153|108795
t|5706|2530|8|7771|16016
f|1948|95408|100248|8876|206481
f|24490|3229|27067|11464|66252
t|5761|42595|4|101907|150268
f|3272|2935|27484|6452|40144
f|3138|3151|28408|10879|45577
t|2011|3011|12|48866|53900
t|4884|3320|84|7185|15474
f|2386|3263|25792|7182|38624
t|4802|2754|11|7587|15155
f|16553|2479|49581|6863|75477
f|4394|3353|26482|7518|41748
f|17641|3272|25605|7092|53612
f|405261|500539|795125|1209656|2910582
f|89060|2612|16425|5500|113599
t|4374|2246|10|5700|12331
t|5454|3800|6|8048|17310
f|18384|2535|19006|6149|46076
t|5544|2875|5|6491|14916
t|5158|2938|16|8107|16220
f|4383|2978|16081|5828|29271
t|6722|2997|11|7496|17227
f|13922|3087|28014|7903|52927
t|145839|2121|10|152868|300839
f|2449|101233|95775|109039|308498
f|110001|4013|286292|2399637|2799944
t|150136|2442|13|10462|163054
f|100267|2217|33239|47892|183616
f|110151|2289|32454|33066|177962
t|148927|2577|22|16694|168221
f|130229|2323|48302|11519|192374
t|154095|2258|11|9716|166082
f|100463|2186|48411|11627|162688
f|105176|2168|48681|80888|236915
f|116516|2286|102327|46355|267485
f|112928|2059|74270|13865|203123
t|173152|2505|13|10945|186617
f|115371|2123|75422|12855|205772
f|115586|39029|75403|33123|263143
t|151503|2422|14184|10752|178862
f|117339|2279|56840|11556|188016
f|100146|2168|63205|11532|177054
f|135780|9046|56410|11707|212945
t|185554|2422|4|11750|199732
f|101821|3101|81027|12914|198864
f|144367|2109|76337|13271|236084
t|151059|2252|2|10654|163970
f|131124|2298|79878|35924|249226
f|116036|2366|78740|11736|208880
t|150829|2971|11|12219|166032
f|124397|2235|79241|13175|219050
f|100728|2292|70202|10807|184029
f|110212|2733|102811|11269|227027
f|201651|3822|90072|2203532|2499078
f|340079|104934|90344|2406008|2941367
f|607809|393598|297999|1601446|2900854
f|409861|504626|884778|908137|2707403
f|209406|402512|388382|1911432|2911733
t|603053|696723|9|1404370|2704157
f|700177|805463|296376|597165|2399182
f|601593|407561|990326|801478|2800960
f|606805|594068|305219|590270|2096364
t|210843|92302|26|12878|316050
t|152507|4264|5|81321|238099
f|122639|3867|53046|16572|196126
t|149423|2604|11|35305|187344
f|101619|3388|51925|11633|168567
t|151806|2432|3|48700|202942
t|176249|2756|11|12795|191812
t|6658|2869|15|6144|15686
f|13236|2571|17920|5745|39473
t|4595|3011|3|6744|14354
t|4366|3322|14|4700|12403
f|13106|2938|21084|8499|45628
f|286953|4163|92706|110438|494262
f|111345|3194|31389|36827|182758
t|146330|2152|12|11336|159832
f|176075|2301|33929|11664|223971
t|147477|2185|16|63010|212689
f|119254|2193|32958|11409|165816
f|1196946|109522|302081|400357|2008907
f|604896|608255|887003|610890|2711045
f|803684|109190|190560|408711|1512147
f|404936|895615|403890|606351|2310793
f|903783|310579|385901|806923|2407188
f|899371|295826|106121|227022|1528341
f|804870|103423|394545|404726|1707565
f|2246|20139|69114|107083|198583
f|104432|35662|22337|82511|244944
t|795|2546|23|5130|8496
t|767|3438|17|5098|9321
f|665|2683|9900|4834|18084
f|945|2812|9143|4508|17410
t|826|2997|12|4936|8772
t|874|3522|15|4943|9355
f|579|2471|10764|4200|18015
t|692|2509|27|5725|8955
t|1194|3205|4|5520|9925
t|1085|91929|9|5568|98593
t|1043|2877|6|6121|10048
t|217671|94604|11|105761|418048
f|244151|3989|129357|10125|387623
f|117409|2415|41215|17567|178608
f|185120|3844|188743|1607132|1984840
f|201491|10127|289710|1515455|2016784
f|397065|299649|594676|706398|1997790
f|136103|3714|40263|12345|192426
t|196457|8809|5|104867|310139
f|230726|6838|34219|66496|338280
f|111590|2158|30393|10183|154326
t|143375|2204|10|9552|155143
f|98522|2427|48568|141036|290554
f|235951|3377|91433|10876|341638
f|101179|2809|54869|27067|185925
t|150438|2357|3|88322|241123
f|104886|3281|176897|13766|298831
f|122766|2335|24013|15906|165021
t|1189|2498|8|5194|8890
f|97535|2200|22995|11287|134020
t|161310|87988|9|23714|273023
f|243272|6453|94006|13832|357564
f|113243|2424|29032|43915|188615
t|141758|2225|10|17129|161123
f|109944|2248|26578|9716|148487
t|228808|3316|6|11326|243457
f|149849|84465|30896|78198|343411
f|98208|2174|30456|11709|142549
t|144835|2471|11|9926|157244
f|121886|2441|27485|11861|163674
t|148985|82569|14|14835|246404
f|185758|5262|27539|71034|289595
f|96905|2308|32684|10141|142040
t|144899|2160|13|10038|157111
f|109426|2419|67129|110674|289649
t|178737|7760|6|102602|289107
f|99593|2409|49380|9384|160768
t|148316|2183|12|13267|163778
f|122441|2322|95370|203757|423892
t|299924|8804|10|1686835|1995574
f|605733|496037|297761|412707|1812239
f|118346|2230|73196|279482|473256
f|238201|3073|195499|1704938|2141713
f|504075|306882|198515|304444|1313918
f|597843|208247|791854|303909|1901854
f|499388|202956|399508|895697|1997550
f|306971|400673|500189|208947|1416781
f|700873|492055|202756|407328|1803013
f|406984|398449|203781|391607|1400823
f|4404|2764|40093|7551|54815
f|6201|2955|75982|7339|92477
t|48872|3149|14|7090|59127
f|5000|2829|60741|7187|75759
f|4061|2912|39921|7476|54372
t|55319|2793|11|7867|65990
f|28677|2977|37255|6318|75228
f|12047|14240|39111|7581|72980
f|4366|4694|39792|7575|56428
t|59178|3024|7|8208|70420
f|7536|3259|39898|5687|56382
t|639|2932|15|4977|8564
t|773|2806|13|4831|8425
t|21218|3217|11|5801|30249
f|4118|3204|15973|5326|28623
t|21434|3795|5|5699|30935
t|21244|2897|10|5520|29673
t|28367|3173|14|6023|37579
f|3856|2847|18594|5721|31020
t|70456|2787|15|5790|79049
t|70730|3367|4|6584|80687
t|36839|3084|11|5587|45522
f|4520|2927|23090|5510|36048
t|37233|2657|18|5690|45600
t|34098|3338|14|7046|44498
t|34038|3223|11|7998|45271
f|3444|2611|22950|5042|34049
t|37520|2646|24|4985|45177
t|53285|2924|16|6591|62818
t|33949|2709|22|6987|43668
f|10454|3129|24671|5917|44173
t|33906|2676|14|5943|42540
t|56212|3085|15|6826|66141
t|129684|2596|15|10807|143104
f|7373|2585|35033|6653|51646
t|65292|3003|37|7470|75803
t|64536|3119|11|7269|74936
f|14322|3378|38473|7229|63403
t|63023|3046|4|7026|73101
t|55568|5696|6|10151|71423
f|13060|4160|44243|9520|70984
t|49111|2822|13|12151|64099
f|4997|2897|38300|7400|53596
t|48611|2578|13|7646|58850
f|7502|2530|37466|7321|54821
f|11986|2832|38177|7171|60167
t|60207|3008|15|7597|70829
f|6719|3491|37863|7508|55582
t|57387|2752|11|7620|67772
f|3950|18154|39715|7195|69015
t|55123|2655|11|7937|65728
f|4433|3146|39004|18683|65268
f|13042|2682|47552|7715|70993
f|101984|49837|43346|6739|201907
t|52936|11323|12|6338|70610
f|298511|11029|293475|1007626|1610642
t|297702|194660|10|600457|1092829
f|106030|294536|107773|797702|1306042
f|3412|391018|203358|500914|1098704
f|3725|2999|21451|5311|33488
t|789|3264|13|5717|9784
t|1121|4410|4|8187|13724
f|879|7219|33319|5671|47090
t|925|2961|12|5551|9452
f|982|2719|11684|5834|21221
f|24173|2780|11631|5191|43777
f|208478|96472|97193|1106512|1508658
t|981|2933|13|5443|9372
f|1320|5387|12162|4888|23758
t|895|3165|14|6065|10141
t|826|3034|12|5983|9856
f|16186|2890|16223|5584|40884
t|1575|3023|19|7304|11922
t|1468|3179|15|6401|11064
f|5365|2951|24448|6289|39055
t|1799|3403|5|6252|11462
t|2783|2882|7|7012|12686
t|1264|3095|12|6218|10591
t|914|2710|11|5814|9451
f|11150|2796|16981|5795|36724
t|7849|2789|28|5885|16552
f|9222|3066|18617|6313|37220
t|1371|2638|12|6665|10688
f|37612|3093|17297|5840|63843
t|1549|3043|15|6391|10999
f|35797|2688|18329|5758|62574
f|31891|2819|18021|5966|58698
t|1544|3087|6|6519|11158
t|14917|2800|8|5842|23568
f|11236|3145|16530|6383|37295
t|1319|2947|22|6990|11280
t|1689|2811|12|7188|11702
f|34532|2851|24844|4965|67194
f|90489|2437|65853|12454|171234
t|121052|2665|22|79612|203353
f|161981|2441|48298|11747|224469
f|173811|3732|74782|14695|267021
f|23242|2996|22080|5898|54218
t|4308|2764|10|6818|13901
t|2095|2931|16|5891|10935
f|46854|3228|21109|5699|76892
f|11170|2853|23100|6376|43500
t|3028|2843|15|6913|12800
t|36068|5575|47|9647|51339
f|13212|5383|28543|29212|76351
t|7631|3036|17|7733|18418
f|37455|3258|24741|5579|71034
f|122700|3682|68886|16593|211862
t|116809|2942|17|48704|168473
f|95787|3216|54921|11685|165610
t|120441|2480|15|10680|133618
f|206431|2736|49646|10689|269503
t|122142|3205|3|27758|153110
f|175606|3519|52631|43642|275400
f|135748|2927|56068|42489|237234
t|121975|75526|9|102214|299725
f|87886|2366|66694|12319|169266
f|46265|2297|52558|10657|111779
f|99471|2327|53645|12648|168092
f|175516|3178|49195|9469|237360
t|220210|2591|38|48397|271238
f|169547|2698|82361|399977|654584
f|3664|106080|88227|608275|806248
f|98007|4467|92197|1008864|1203536
f|3808|201980|293135|602523|1101448
f|293074|300736|200200|207878|1001890
f|89422|2490|54384|10636|156933
f|184974|2371|55719|12818|255883
t|121818|2367|13|287915|412114
f|83996|95705|100700|299911|580314
f|153423|97004|95891|611574|957894
f|207648|98080|190110|1207122|1702962
f|290400|200178|113863|100434|704876
f|202976|103189|286991|197826|790983
f|107019|101458|297463|803670|1309612
f|300351|109840|291941|506209|1208343
f|207308|304495|286582|604737|1403123
f|210307|199315|294394|600280|1304297
f|500204|292430|109646|109061|1011342
f|195146|208627|194016|489176|1086967
f|9502|189975|108449|498809|806737
f|112020|93453|98629|11973|316076
f|95460|2378|96967|9389|204195
f|298014|203777|104546|1795041|2401380
f|500427|305739|104905|1403663|2314735
f|399936|293370|298621|613814|1605743
f|307597|193218|101762|297522|900100
f|509861|197620|192447|1105631|2005561
f|204012|695213|212260|697879|1809366
f|400168|109965|97729|400108|1007971
f|409250|499259|300884|603565|1812959
t|4942|3162|28|6795|14929
f|20940|2930|20475|8005|52352
t|4806|2707|12|6395|13921
t|5120|2842|15|6084|14063
t|4918|3148|7|7115|15190
f|21460|3334|22903|8859|56557
f|305800|197626|197052|1607651|2308130
t|6923|4217|17|34778|45936
t|7223|3054|17|7283|17578
t|6748|3513|3|5953|16218
t|19809|2927|14|7055|29807
f|27089|3326|47357|5873|83646
t|7174|3172|3|7615|17966
t|7833|2845|16|6671|17366
t|8310|2745|13|7352|18421
f|21895|2794|52141|5395|82227
t|9185|2328|5|7250|18770
t|8223|3200|15|6734|18173
t|9325|2628|23|7436|19413
t|10747|3168|17|8360|22294
f|28248|3379|49364|7037|88030
t|26711|2669|13|6713|36107
t|10020|3092|14|7104|20231
t|8611|3527|22|8088|20249
f|32084|2458|40279|6783|81605
t|11361|2692|13|6954|21022
t|11669|2613|7|7644|21934
t|113679|5034|12|9244|127970
f|98733|2745|50375|7427|159281
t|108487|3081|14|7588|119170
t|233945|2311|13|66634|302904
f|194467|2338|62077|12552|271435
t|146950|2345|12|43402|192710
f|182359|2395|74124|13673|272553
t|147969|2440|20|31007|181438
f|177638|2335|63144|13706|256824
t|142622|2461|14|44208|189308
f|116229|2956|68742|103928|291857
f|204523|91468|63006|41128|400127
t|105482|3148|18|111505|220154
f|101053|2426|77091|17983|198555
f|208531|92476|65984|42770|409762
f|233944|3607|91361|1099638|1428551
t|268172|4457|5|1893791|2166427
f|308241|289079|207138|1192008|1996468
f|306970|512114|380487|811991|2011565
f|595616|205687|390436|205628|1397368
f|200019|396815|206055|1405365|2208256
f|592644|297560|112445|588746|1591396
f|6364|3265|27297|5462|42389
t|1422|2990|10|6184|10608
t|1646|2807|7|6508|10970
f|699965|611533|394780|308656|2014936
t|318008|4378|7|184629|507023
f|171841|5566|89526|105327|372263
f|369543|5190|88703|1097490|1560927
f|596825|792130|598486|904179|2891621
f|401773|299937|399079|1807975|2908765
f|191404|5392|194610|104325|495733
f|113503|3892|146784|12933|277113
