received_at|value
2023-02-1612:46:23.872604|42563473887262474
2023-02-1612:18:11.850404|33119715581224708
2023-02-1612:19:11.725319|21359346372008771
2023-02-1612:20:12.16639|18521435885019332
2023-02-1613:04:58.470239|14498294351570880
2023-02-1612:21:59.45536|49674050026946025
2023-02-1612:22:11.789924|24344078982064590
2023-02-1612:23:22.822501|61731626387893430
2023-02-1612:23:23.651882|61731626387893430
2023-02-1612:28:11.864905|38686402032644562
2023-02-1612:28:22.878574|24367532410964888
2023-02-1613:16:35.531374|113706112056334695
2023-02-1612:36:23.877968|12734611153987944
2023-02-1612:39:47.424538|19120444057388580
2023-02-1613:18:47.855979|71809724852166435
2023-02-1612:42:23.449261|14423884673250398
2023-02-1612:42:24.279098|14423884673250398
2023-02-1613:19:35.859104|31338901955742489
2023-02-1613:37:46.627263|116880663844618748
2023-02-1613:37:47.674573|116880663844618748
2023-02-1613:27:34.677518|128466636768572864
2023-02-1613:52:35.72563|90411131040978300
2023-02-1613:28:23.060381|90656600464959058
2023-02-1613:56:46.814456|128073921029173381
2023-02-1613:28:23.753186|90656600464959058
2023-02-1614:50:35.625452|24894928368241658
2023-02-1613:59:23.438279|212784334669212453
2023-02-1614:09:23.973815|15545407585517959
2023-02-1614:51:36.21188|20662623587300322
2023-02-1614:17:47.888745|20358857786385795
2023-02-1614:53:47.681078|41679817046104193
2023-02-1614:20:24.461487|88981041624814461
2023-02-1614:55:47.647859|46235219135747477
2023-02-1615:08:59.498661|34432405246302685
2023-02-1615:09:11.799351|92309804770529401
2023-02-1615:10:46.347316|47324604688400034
2023-02-1615:26:59.257356|63284695533134229
2023-02-1615:11:23.198955|47153905390178652
2023-02-1615:31:11.687427|69774610670791317
2023-02-1615:13:11.191405|118128242925498194
2023-02-1615:14:11.553109|64819670905318129
2023-02-1616:01:23.331401|50293318352507513
2023-02-1616:01:24.05433|50293318352507513
2023-02-1616:13:47.282279|123490301579020000
2023-02-1615:49:59.730955|48184045564941307
2023-02-1615:50:00.540849|48184045564941307
2023-02-1615:50:35.600676|164535134285498466
2023-02-1615:51:12.001741|86857453459415303
2023-02-1615:52:11.701291|63746659700231556
2023-02-1616:15:35.899527|69288839718564128
2023-02-1616:15:47.859457|53477961562792941
2023-02-1615:52:24.15223|13533709407311988
2023-02-1615:54:35.244472|211487623379753120
2023-02-1616:18:11.476422|35485568835661306
2023-02-1615:56:47.290852|448527811743279434
2023-02-1615:56:48.253241|448527811743279434
2023-02-1616:24:59.733817|32376411353605000
2023-02-1616:28:59.093696|8045871153113486
2023-02-1616:29:11.864452|33923916843932917
2023-02-1616:56:47.946316|17766054385611256
2023-02-1616:29:23.96857|21893775830338900
2023-02-1616:34:59.76267|9831946922414623
2023-02-1616:45:59.694891|9766443464298212
2023-02-1617:00:23.853505|22526792645415453
2023-02-1616:46:00.4446|9766443464298212
2023-02-1617:57:35.152189|29515076449761568
2023-02-1617:08:23.955885|60054229888934002
2023-02-1617:11:23.739979|47426731734506263
2023-02-1618:00:11.856943|220235323724067592
2023-02-1617:25:59.855551|11520774746834282
2023-02-1617:38:00.021557|50763095745850570
2023-02-1618:00:12.551278|220235323724067592
2023-02-1618:01:47.390237|31332920190489474
2023-02-1617:39:23.69497|73979094896742378
2023-02-1617:41:23.75624|71994511525427316
2023-02-1618:37:00.103868|24360014829870768
2023-02-1618:50:23.684183|29445878673190295
2023-02-1618:51:47.981562|66613760268481855
2023-02-1618:52:23.236391|46730489003226167
2023-02-1618:57:59.460373|60836754391090338
2023-02-1619:08:59.582188|93520591678962455
2023-02-1619:22:10.782388|32667407597914024
2023-02-1619:22:11.537396|32667407597914024
2023-02-1619:25:46.683976|24889721327841262
2023-02-1619:28:35.580297|53511432842625551
2023-02-1620:20:11.785678|66255217308720378
2023-02-1620:25:58.882477|31082501880279069
2023-02-1620:39:11.958695|69426684840947802
2023-02-1620:40:35.969252|41874923198769959
2023-02-1620:40:48.198237|16534211287707475
2023-02-1620:48:59.990121|37785311534286057
2023-02-1620:49:24.083127|19897004016989884
2023-02-1620:57:47.184614|34777708360351266
2023-02-1621:06:11.200076|73428406109609588
2023-02-1622:11:11.906583|27088293862018966
2023-02-1622:12:11.783002|29685153505669225
2023-02-1622:17:11.693268|101864220152976865
2023-02-1622:20:59.978629|30326876103479046
2023-02-1622:24:23.770597|42279783478539198
2023-02-1622:25:47.685484|13030804000763001
2023-02-1622:25:59.964662|13241653237979438
2023-02-1622:29:47.516007|51170826150744006
2023-02-1622:37:48.021907|72386434364650357
2023-02-1622:40:22.888424|463156067727352872
2023-02-1623:06:47.339371|53320698358235131
2023-02-1700:03:23.76672|46148368776771374
2023-02-1700:11:11.309921|91951132081022492
2023-02-1700:21:23.967545|20917840614984332
2023-02-1700:29:11.411442|27330032649222507
2023-02-1700:31:47.98289|64997639740738208
2023-02-1700:31:59.779108|6986966827016541
2023-02-1700:37:47.651803|17538637385424482
2023-02-1700:45:35.632539|41594494769270030
2023-02-1700:48:35.714841|9675309208479953
2023-02-1700:56:11.969337|55385070344719160
2023-02-1701:50:35.484641|61328524182165271
2023-02-1702:08:23.841124|72317184457504710
2023-02-1702:11:35.794218|150014326225783322
2023-02-1702:12:24.005825|96243858776633939
2023-02-1702:18:10.84705|165793121294584520
2023-02-1702:18:11.60853|165793121294584520
2023-02-1602:21:35.736554|38658225266310700
2023-02-1602:21:47.93041|32611360846880732
2023-02-1602:23:11.921499|36880290961896930
2023-02-1602:32:00.015419|97501926981185774
2023-02-1602:32:24.095071|31621957727764074
2023-02-1602:35:59.833794|20825201768731900
2023-02-1602:36:23.912935|48610741027465588
2023-02-1602:37:35.880125|10401182125867652
2023-02-1602:41:23.528241|13862397312815135
2023-02-1602:44:59.930701|15825682902068242
2023-02-1602:55:47.838889|8744522609042493
2023-02-1619:29:47.90691|48716850854499408
2023-02-1619:29:59.934539|24282771880455204
2023-02-1619:36:36.159041|40732492571285870
2023-02-1619:44:47.896489|49008436186410804
2023-02-1620:01:59.229346|44107690046976436
2023-02-1620:06:47.595845|34887569249847590
2023-02-1620:06:48.336005|34887569249847590
2023-02-1620:07:23.708712|19672569534268608
2023-02-1620:08:47.686498|28906983082545640
2023-02-1620:08:46.961982|28906983082545640
2023-02-1620:09:23.713831|26728469499179504
2023-02-1620:12:23.71983|58541367124471065
2023-02-1620:14:12.036202|24403195590077018
2023-02-1620:17:23.48303|25924822291678755
2023-02-1621:37:35.710196|20584995613898304
2023-02-1621:40:11.756295|45739468526486299
2023-02-1621:41:24.003263|82384985889480250
2023-02-1621:43:11.621131|57600542313438832
2023-02-1621:44:23.647518|122446021299313677
2023-02-1621:54:47.86069|132842747492879865
2023-02-1623:08:36.053181|38277089501763552
2023-02-1623:32:47.807596|26868352927612703
2023-02-1623:36:11.975502|7986791220529937
2023-02-1623:42:59.750236|99716738452818609
2023-02-1623:54:48.099866|17165484572270334
2023-02-1623:57:12.085699|21067718889869855
2023-02-1623:59:11.077279|54626723434528124
2023-02-1700:59:59.722614|36881165623085285
2023-02-1701:13:24.09696|33647115536593933
2023-02-1701:16:23.574107|32999248360304106
2023-02-1701:22:59.394161|39222859938817644
2023-02-1701:23:11.943003|23826020749234378
2023-02-1701:33:23.878175|12333496380750442
2023-02-1701:37:11.276401|33714806636897943
2023-02-1701:38:35.88291|46062194598910491
2023-02-1702:31:47.530487|97856864256685141
2023-02-1618:04:24.08672|29419903906687523
2023-02-1618:21:11.38651|49716144184325440
2023-02-1618:21:59.947502|16150821699408012
2023-02-1618:25:23.990215|47505063369538389
2023-02-1618:26:11.892323|18412211209717900
2023-02-1618:26:12.553437|18412211209717900
2023-02-1618:26:59.760238|13922200397635022
2023-02-1618:29:23.39065|15361967976976653
2023-02-1702:50:12.182377|82621051599012976
