read_header_duration|read_duration|decode_duration|cache_read_duration|randao_lock_2_duration|simulation_duration|redis_update_duration|submission_duration|optimistic_submission
7961|21489|536|454|2249|391608|10057|426424|f
51|102472|1300|5794|101718|90800|110745|412847|f
59|10061|457|496|2665|27221|4767|45693|f
51|11266|375|431|2247|27298|4976|46620|f
45|12833|449|369|2322|27105|5951|49050|f
59|11560|395|450|2269|27953|5315|47971|f
62|9939|373|503|2852|26142|5955|45791|f
41|32433|321|442|2775|28614|9520|74143|f
72|9793|617|256|3475|27938|6098|48199|f
49|34033|504|457|2546|32855|6912|77330|f
72|10695|478|450|2753|30509|6534|51444|f
55|12593|437|506|2336|30682|6733|53312|f
617|1764|524|412|2443|31210|5959|42338|f
141|1157|576|456|2359|30512|5677|40760|f
53|16331|541|383|2557|29892|7901|57631|f
53|14764|563|349|2611|59468|6459|84236|f
46|986|392|309|3554|389220|5489|399971|f
64|15101|531|384|2437|739568|6806|764849|f
92|10312|620|336|2768|723782|6508|744387|f
924|2205|512|379|5096|669473|6697|684389|f
45|919|536|368|2108|205936|56884|266772|f
44|113871|1201|323|2494|14857|7052|139819|f
56|114034|810|412|2813|16303|6720|141115|f
53|82331|1250|374|2520|18167|6820|111484|f
81|113785|1200|378|2522|17965|6384|142255|f
47|81180|905|393|2318|19115|6807|110745|f
57|114264|925|335|2557|17549|5825|141675|f
52|81300|886|388|2993|20356|5653|111603|f
58|128702|1222|370|2441|20366|6647|159774|f
60|1559|672|375|3850|51525|7881|65893|f
81|16812|836|408|4157|50449|11672|84358|f
138|15255|900|234|3613|48644|6449|75136|f
118|1556|505|393|2805|55332|5719|66333|f
47|18360|651|398|2269|53251|7104|82055|f
59|1113|592|308|2445|52885|6371|63736|f
120|9997|611|386|2660|56100|5711|75495|f
36|1662|701|320|2844|55728|8761|70032|f
1223|5047|338|378|2641|15295|4766|28485|f
106|4517|366|465|2988|10503|5573|24458|f
10444|11725|836|431|2674|10097|6564|32368|f
41|2649|412|313|3512|9110|5557|21577|f
53|2894|413|416|3071|10034|5441|22296|f
54|10597|510|347|2540|9189|5341|28549|f
62|119137|1051|360|2513|12294|5718|141094|f
54|92492|1206|341|2693|14894|7198|118851|f
44|114270|894|313|2433|15560|5622|139109|f
91|82268|933|399|2233|16486|5515|107857|f
84|150621|2039|1682|3394|93569|7756|259146|f
131|196635|1334|4223|3484|188525|9844|404061|f
84|100859|9309|409|3448|185292|499755|799108|f
346|103582|4628|97103|91719|106961|197732|601762|f
58|214806|85127|969|3192|96281|8383|408782|f
54|105115|1500|357|3822|90901|104950|306666|f
56|100790|1349|987|3927|93470|9467|210012|f
62|100136|1407|425|3703|96415|7893|210003|f
57|100516|1392|458|4387|93831|7701|208311|f
124|97469|4762|97251|3370|191719|106185|500945|f
174|100273|1344|944|3347|94642|7980|208552|f
53|101000|1612|396|3314|94503|11475|212323|f
60|97403|1358|5196|3853|88877|9398|206103|f
48|97081|830|42293|4368|97673|104949|347216|f
105|99868|1460|1052|3634|94432|18854|219322|f
74|99817|1265|1758|2984|97291|105925|309065|f
38|100404|1305|4227|5303|92876|205244|409379|f
100|98140|1257|8994|96423|97234|103774|405843|f
54|100693|1327|415|3696|96401|106787|309344|f
51|11453|1278|86764|3896|96656|109101|309172|f
59|4365|1797|3697|2570|86644|8505|107604|f
91|103758|1251|293|5097|94121|108940|313482|f
56|104303|1333|867|2940|92816|107165|309445|f
104|105375|1338|485|4255|91564|109121|312179|f
64|99680|1490|490|3534|193676|102641|401529|f
49|101681|1283|5162|93041|29001|81596|311784|f
51|1870|1275|1567|93091|99479|304972|502271|f
79|96963|1284|9039|94592|95522|100520|397940|f
68|1950|1302|6781|89483|100663|307794|507998|f
115|485305|7240|516|2120|133015|21089|649311|f
48|307026|6246|367|2009|104908|16151|436727|f
55|350659|5037|457|1937|105346|25924|489382|f
50|503943|17959|337|2057|116830|20106|661250|f
54|102554|7328|3577|187069|102667|106522|509744|f
69|410572|6201|400|2016|100345|15907|535462|f
84|191720|4905|447|3626|102138|16340|319203|f
37|97628|5997|384|1926|105689|25028|236677|f
57|129256|5971|382|1915|102143|15993|255683|f
88|489630|6075|362|2570|99104|15630|613395|f
53|256150|6024|406|1928|103911|17802|386249|f
38|129163|6047|363|1930|119445|32036|289005|f
51|467607|7979|331|20494|95964|24265|616665|f
96|104567|4872|450|2871|101905|30380|245067|f
48|126397|9006|455|2300|102943|15956|257086|f
104|494856|16186|343|2477|98046|17411|629344|f
51|134324|5866|398|1932|103472|15098|261113|f
70|120793|6850|370|1914|119367|52130|301449|f
37710|538672|188673|682|3176|115539|289882|1136645|f
90|208748|101663|601|3787|186626|16761|518222|f
115|115079|84608|399|1938|102754|14741|319547|f
48|121433|6990|413|3372|99497|14691|246419|f
55|479989|5004|423|2565|95705|16604|600316|f
56|153208|6432|837|3142|125523|106774|395945|f
129|128673|97658|302|3722|108501|193873|532752|f
51|123504|7212|392|2474|193009|214181|540796|f
50|104600|93596|5124|3881|189664|399187|796073|f
55|105958|99131|1426|100126|103129|191345|601147|f
841|98533|5056|100276|91267|106212|204140|605511|f
69|108182|93288|420|3647|110801|11290|327654|f
7923|101578|962|440|2424|29329|8651|143403|f
113|107704|1283|365|2393|24693|6853|143314|f
75|94004|932|341|2291|27409|8225|133221|f
64|105687|911|435|3024|25401|7177|142663|f
56|204962|96913|10822|3801|186027|497095|999645|f
105|203181|6927|99704|91664|105236|210932|717672|f
96|205657|11586|82527|3693|106839|490158|900493|f
68|102387|5667|418|99308|188862|113277|509939|f
40|104452|3763|383|2267|88569|13176|212633|f
55|144073|4791|354|2529|89830|13474|255073|f
43|107838|4730|432|20280|93891|16862|244056|f
59|205424|5208|760|93022|95633|209510|609594|f
49|256846|5318|90658|6102|292645|103522|755140|f
66|106412|1324|401|2537|27181|7907|145784|f
40|93863|1075|326|2567|27576|8094|133521|f
99|99257|1578|421|2971|28648|9633|142532|f
51|88903|1399|415|2920|27231|6352|127247|f
59|108766|1032|381|2545|25678|9016|147441|f
65|91711|1119|369|2306|30057|8425|134018|f
89|108545|1666|401|2681|28581|8119|150020|f
51|97241|1498|1045|2647|30347|8572|141377|f
50|109617|1028|364|2713|27051|8196|148990|f
60|109672|1565|360|2537|29178|8058|151393|f
11559|106652|1527|269|2449|38202|21426|170542|f
117|110081|1620|364|2544|34063|9787|158478|f
50|96824|1577|347|2967|33278|9332|144342|f
105|109345|1076|380|2463|39066|9128|161485|f
39|95580|3301|2085|4687|115954|103479|325129|f
76|100964|1921|468|2800|94469|99056|299701|f
58|101739|1541|486|3270|93553|10107|210732|f
75|109405|1628|380|2423|36450|10409|160716|f
65|110294|1443|314|2757|41425|18134|174387|f
68|110069|1564|343|2324|33329|6627|154278|f
67|84916|1531|361|2199|32950|8201|130182|f
63|111079|1607|390|2559|34759|8791|159209|f
54|98121|1274|395|2290|33810|8661|144578|f
93|111180|1839|346|3111|34071|9181|159750|f
56|97358|1616|338|2995|33241|10386|145963|f
53|111758|1624|392|2670|36881|8816|162160|f
52|97953|1231|404|2500|33425|9007|144548|f
72|111790|1898|376|2249|33765|9086|159185|f
68|110575|1571|463|2580|35752|8996|159956|f
108|112285|1512|425|2748|37051|7402|161443|f
49|83568|1614|324|2448|36547|10334|134853|f
55|80729|1786|498|2675|41590|9922|137240|f
43|91220|1331|407|2978|41802|9274|147032|f
120|82994|1277|402|2347|38273|9013|134334|f
76|109967|1747|394|2523|36932|8654|160242|f
64|82877|1281|458|2928|40795|9170|137533|f
61|110986|1830|511|2520|37008|8064|160939|f
11673|106048|1760|381|2538|48899|7073|166718|f
66|82726|1646|396|2837|40390|7896|135911|f
80|111097|1049|428|2312|36083|9148|160138|f
56|97437|1298|360|2562|36236|9245|147158|f
190|110785|1227|412|2477|39758|9722|164401|f
109|83564|1741|409|2704|37125|9379|134947|f
68|110891|1802|370|2810|37361|9300|162554|f
67|81211|1738|306|23404|36102|9668|152455|f
85|82366|1760|368|2504|36299|10338|133658|f
10708|107332|1531|212|2274|41459|12495|165319|f
57|110881|1691|400|2477|36832|9640|161939|f
46|351130|11385|87216|3620|296854|499345|1249575|f
125|108639|5828|844|86981|77134|31332|310778|f
51|107155|4072|398|2677|72904|14332|201568|f
47|133695|4879|440|2013|62441|14732|218221|f
80|98877|4277|425|2209|66000|13788|185603|f
89|135927|5776|428|3508|65151|14162|224974|f
61|99959|1860|378|2971|41053|9717|155964|f
62|111924|1665|1753|3439|38185|10081|167079|f
75|111292|1402|948|2255|41121|16471|173515|f
604|168917|4407|293|2040|90730|14851|281258|f
11727|170621|7437|342|1975|117933|17318|315652|f
55|263140|10359|1356|89334|297977|405722|1067911|f
68|100919|99450|1444|3388|194835|304219|705224|f
56|111290|95423|692|2677|196271|19166|425686|f
56|127098|9196|392|3400|136434|29815|306365|f
78|192725|7495|353|2025|106029|18614|327265|f
59|178443|7555|386|2077|124979|19142|332601|f
11034|146909|7418|338|1963|133663|71978|362289|f
44|200965|63229|331|3354|127228|29899|425032|f
73|124260|7274|359|1974|117387|18115|269391|f
115|192781|7647|425|2223|134054|58612|395766|f
60|166995|7331|364|2042|117701|77297|371750|f
90|115828|7673|437|2077|105493|19608|251145|f
109|190348|8222|376|2063|103319|18640|322992|f
55|123957|7678|367|1992|106952|20519|261489|f
63|199659|15414|60104|3187|197516|200546|676450|f
12059|145307|7221|352|21249|126802|18932|319885|f
80|190481|7354|373|1935|183189|30988|414342|f
70|150521|7924|478|2154|104099|20020|285219|f
61|170917|7791|389|1955|110881|20736|312690|f
165|122160|7704|333|1991|118527|18493|269252|f
82|132680|8246|34862|3399|119031|20897|319144|f
36|176505|7935|348|86817|103251|18961|393836|f
47|162977|8339|391|2119|105392|19059|298298|f
64|168881|6162|468|2135|104380|19501|301567|f
67|167239|6157|454|2127|108860|40422|325281|f
335|154637|8110|364|2014|106245|19399|290790|f
100|169102|6181|353|1979|102616|18570|298819|f
55|101236|2286|370|2858|45491|10191|162454|f
118|104595|5041|430|2432|186848|105382|404766|f
74|103847|5694|691|90903|77436|24356|302956|f
56|104623|3873|582|3305|120234|13931|246573|f
61|101272|4680|435|2436|49679|14873|173399|f
60|127586|4701|411|1989|50752|13193|198655|f
103|98231|4544|428|2511|49243|20279|175259|f
123|126903|5887|389|4134|49033|45141|231509|f
74|97319|6160|563|4233|49361|10658|168318|f
55|125004|4395|408|3196|48264|13450|194740|f
51|100460|4188|363|2496|49870|12698|170101|f
65|125321|4665|417|2634|58384|18865|210362|f
39|95302|3742|350|2440|49487|11555|162900|f
71|130006|4385|477|2587|52030|12253|201762|f
46|91635|3714|408|2905|46624|10649|155952|f
61|122203|3516|383|2723|45207|10173|184230|f
56|120059|3665|379|2280|46975|11709|185087|f
11035|116622|3645|395|2528|72485|11325|207020|f
59|119802|3898|2422|62588|98117|99814|386673|f
139|100570|3532|661|3140|189675|13392|310994|f
76|119060|3815|544|3508|80996|11652|219597|f
81|119526|4122|276|3620|80179|11683|219432|f
75|92973|3660|445|2459|73035|13677|186268|f
44|118433|3626|416|3221|72905|11555|210179|f
74|91150|3675|533|2464|71649|13110|182606|f
11316|117171|3410|516|2184|112781|102186|338273|f
85|9899|2407|385|2826|78836|13337|107711|f
63|89265|3753|520|2195|59184|10135|165074|f
53|76150|3638|428|2617|57532|10983|151371|f
80|89104|3921|438|2547|85483|12383|193896|f
74|120489|4303|353|66163|53003|50509|294842|f
55|93210|3543|442|2788|77070|13284|190357|f
42|119025|4447|347|3633|74332|12243|214050|f
84|91166|2501|395|2470|82245|11558|190357|f
55|122116|3452|445|2593|75177|12067|215877|f
97|88239|3383|452|2996|119218|19241|233567|f
60|121304|3292|367|2051|84259|102525|313819|f
81|104272|3431|369|2189|51434|59245|220970|f
76|88024|2970|391|3168|40956|11086|146618|f
63|115977|2158|201054|2665|93347|198011|613241|f
114|102082|5640|882|98550|193509|205971|606659|f
74|118609|2568|419|2268|48736|12236|184877|f
10866|143113|7685|481|1991|148426|31443|333161|f
72|155955|7429|430|54156|97578|18779|334370|f
75|131247|63851|437|3494|107108|20709|326869|f
66|163266|2884|774|3043|92686|105770|368447|f
59|200529|10344|294|87095|99796|18787|416862|f
96|127581|6187|423|2652|103901|19764|260531|f
84|164107|7304|373|2021|111744|32520|318090|f
55|158958|7594|380|2033|102030|22364|293378|f
94|121149|8181|429|2023|103762|65856|301420|f
73|4678|319|1759|3038|21232|6277|37366|f
64|19200|330|344|5087|13374|6837|45194|f
42|134528|971|387|2281|17141|7005|162335|f
39|367423|2953|383|2693|39831|10286|423589|f
64|107688|1111|410|2514|19396|6959|138098|f
86|382336|4023|453|3005|47114|11661|448618|f
86|108920|1175|392|2453|22387|7178|142533|f
43|113195|1207|395|3296|22120|8263|148516|f
78|404769|2675|447|2747|45817|11516|467991|f
81|397929|3762|437|2438|46479|11401|462466|f
34459|188875|911|402|2229|23190|7562|223188|f
65|129417|897|380|2369|25349|8118|166552|f
157|369923|3913|416|2805|64372|13194|454643|f
49|115581|1478|573|2651|28038|6453|154803|f
79|187086|3890|404|2542|52056|11725|257725|f
57|163158|1334|359|2462|28780|7916|204027|f
65|167207|4033|468|2338|57019|11229|242318|f
57|166029|3927|446|3187|76022|12136|261768|f
18112|142719|1238|452|2005|37158|8624|192220|f
39|133829|1368|423|2438|54617|7244|199938|f
44|168048|3997|408|2445|54790|45099|274812|f
46|123794|1393|377|1935|30082|6101|163708|f
81|174343|4526|407|2527|57511|12085|251424|f
56|115441|1599|509|2363|32069|8390|160397|f
58|198598|5699|441|1925|73277|14021|293985|f
55|124250|1583|461|2533|32308|7254|168423|f
105|251861|96787|1304|3462|193392|308727|855579|f
11838|302007|2199|1731|4784|89564|312096|712417|f
89|189688|1837|855|3274|92043|603723|891453|f
78|203607|104308|92079|6042|298163|1104223|1808483|f
112|123047|8768|420|2022|364074|701342|1199712|f
79|200673|201396|5436|91606|303442|408821|1211449|f
54|90835|1449|12018|86903|110852|601764|903836|f
71|112357|187911|3778|5228|202443|690476|1202216|f
65|202709|197850|3325|4615|287377|405342|1101247|f
41|80599|770|316|2269|32080|7131|123183|f
41|8862|815|350|2661|33464|7353|53526|f
41|88278|928|471|2707|33986|8412|134809|f
1962|43889|817|381|2498|33067|6957|87635|f
51|113342|1841|86098|3296|89964|401994|696557|f
122|201902|101102|3457|101841|291924|805251|1505503|f
40|2784|495|332|2588|19097|6128|31445|f
40|2971|278|309|2756|14649|5618|26606|f
11645|13613|319|273|2483|14209|5317|36252|f
1854|19930|390|408|2636|16591|5398|45375|f
57|2999|342|352|2522|17359|5323|28915|f
41|11322|817|337|2447|17348|6104|38397|f
55|3274|400|300|2802|16978|6133|29911|f
50|8295|559|253|2673|26737|6573|45111|f
2027|32560|566|382|2276|27307|5497|68611|f
73|5033|604|390|2368|24855|6252|39524|f
129|10314|637|421|2782|25991|6840|47018|f
72|6389|770|343|3541|27325|5223|43611|f
69|5362|562|363|3342|32300|7229|49200|f
52|12873|789|339|2568|29910|6945|53449|f
2452|39361|548|355|2754|30170|7077|80285|f
56|5214|652|347|2580|31426|7230|47471|f
43|7412|890|380|2125|36473|8241|55543|f
59|90613|842|377|2352|34573|6264|135042|f
46|7792|893|411|2281|35090|8901|55405|f
74|91540|744|444|2892|37867|7133|140652|f
1785|43500|823|408|2508|38750|8035|94042|f
95|7147|730|404|2418|44646|8231|63599|f
179|81423|1261|307|2050|47104|8341|140516|f
73|80828|1239|370|2447|51071|9353|145504|f
47|8435|716|325|2652|48603|8777|69530|f
80|91018|896|404|3205|42017|7876|145433|f
58|7615|686|363|2571|37361|7803|56420|f
51|92219|958|406|3111|37673|7874|142263|f
50|7413|918|441|2512|40682|8008|59993|f
67|7661|659|401|2624|40080|7465|58923|f
63|92428|705|439|2478|38813|7622|142507|f
44|8244|928|358|2475|38754|8374|59161|f
93|91123|965|435|2422|39669|5972|140607|f
43|8350|999|359|2640|38748|9115|60232|f
65|9558|654|413|2610|42577|11344|67183|f
46|92985|931|594|2068|40755|8318|145669|f
53|10606|724|370|2484|42071|8734|65012|f
74|92254|1134|370|4554|43605|15038|156977|f
1630|61544|1139|393|4018|50309|10280|127706|f
51|93176|1056|383|2668|42011|7956|147281|f
38|6552|1020|281|2431|44975|10295|65573|f
1121|54624|1216|497|5984|46499|8284|117126|f
35|93243|1125|505|2773|46818|10901|155386|f
48|9412|1059|342|2749|48910|8578|71073|f
62|93756|1198|390|3392|50056|9238|158059|f
62|8560|1194|442|2483|48600|9781|71087|f
102|83808|1194|443|3203|50438|9072|148176|f
58|83353|968|362|2377|51617|8388|147090|f
39|12611|935|350|2304|50425|8292|74937|f
69|2244|1467|2330|3232|93381|11478|114153|f
63|102699|1178|681|4867|98452|103454|311355|f
62|200190|1601|2410|3658|90890|198610|497393|f
82|83441|1027|413|3561|49404|8912|146781|f
37|82087|826|473|3049|49710|9230|145397|f
111|10836|1124|666|5159|81117|10991|109917|f
64|99745|1067|407|3585|95528|210823|411177|f
57|6128|1520|810|91219|105590|205816|411101|f
42|83234|1159|314|2534|78456|9383|175101|f
56|13069|226|364|2529|14227|4069|34507|f
42|3163|183|385|2458|8092|4158|18459|f
59|318|175|461|2208|9056|4675|16923|f
121|99688|1140|99034|4240|98352|11992|314469|f
61|102078|1399|4164|101083|91601|13333|313689|f
67|98686|1344|2401|3734|91562|9896|207643|f
70|93859|889|384|2242|87613|12134|197149|f
77|100921|522|328|2762|11603|4749|120934|f
59|87444|417|361|2413|12504|11934|115092|f
93|95493|398|306|2243|13133|5514|117108|f
22735|49318|422|375|2618|13876|5490|72119|f
54|94886|416|320|2525|12953|4951|116069|f
41|563|179|450|2328|9965|4422|17933|f
62|332|186|392|2426|10438|4233|18033|f
41|402|181|372|2733|9535|4508|17751|f
58|480|190|325|2421|8722|4384|16556|f
37|244|132|322|2125|9215|3941|16010|f
13017|23992|337|340|2133|12029|6215|45065|f
57|93881|414|393|2642|12560|5773|115683|f
42|56012|530|372|2271|12897|5341|77446|f
43|87963|483|343|2670|12150|5467|109097|f
47|20653|384|331|2664|13661|4951|42666|f
66|135938|1031|336|3204|56139|6612|203289|f
135|241965|1775|1735|3779|93341|10662|353279|f
53|102662|296582|9162|191099|197287|397627|1194436|f
71|2386|1671|262|3137|190144|14125|211745|f
58|103731|1554|1934|3606|88144|15070|214077|f
41|188531|1847|1939|3343|29571|74769|300022|f
41|82820|1014|380|2531|34073|10369|131206|f
98|177138|1476|324|2601|31990|8806|222360|f
60|11399|555|426|2483|14257|5924|35062|f
42|88044|648|404|2508|14262|5893|111779|f
50|87257|583|457|2588|14641|6244|111799|f
86|22663|634|410|3766|17064|6867|51434|f
65|38889|817|408|5820|22898|4809|73661|f
51|86475|941|353|2539|24845|6520|121694|f
43|129569|644|343|2219|24087|6495|163375|f
56|134055|688|328|2916|24012|6645|168668|f
36|133504|902|313|2521|24953|6631|168841|f
35|86938|995|479|2829|33448|9291|134003|f
53|174813|1387|388|2900|29651|7690|216851|f
52|174309|1490|379|3231|30153|8036|217650|f
58|145661|1353|271|3620|28237|12863|192023|f
49|86029|1410|345|2689|32575|6375|129441|f
62|174888|1382|362|2518|26434|8716|214320|f
64|171007|1429|396|2309|28963|8551|212679|f
79|131342|1390|387|2650|28625|11813|176229|f
41|170947|1434|424|2747|28345|7082|211002|f
1511|83061|915|381|2231|27225|9972|123807|f
73|119379|1367|541|3163|94529|108519|327525|f
64|2552|1722|4319|90713|99366|9319|208029|f
50|100627|1496|367|3008|104033|99365|308940|f
57|111115|892|1393|89443|32033|71025|305933|f
53|119767|1165|387|67718|31903|7904|228865|f
76|125391|1453|416|2589|33074|8065|171011|f
55|83047|1488|352|2548|32769|9682|129906|f
42|82912|2039|440|3141|31865|7470|127894|f
75|94837|1306|696|4134|94091|103127|298216|f
72|419853|6321|486|2053|89980|105831|624564|f
72|237767|7967|339|1977|74961|18494|341527|f
48|445690|8513|451|196032|92531|112080|855322|f
36|126483|5833|467|2042|96576|17267|248689|f
97|128912|94851|93824|3658|97083|402407|820832|f
64|13030|95665|2378|2838|194720|293331|602053|f
123|199534|13868|594|185810|100055|1004654|1504541|f
68|409533|96072|909|98479|93709|2204093|2902828|f
85|167984|1498|463|3218|30977|8125|212285|f
60|122328|1522|387|2556|29575|11822|168209|f
55|159714|1466|461|2514|30866|8490|203532|f
75|82363|1501|368|2212|30986|10424|127907|f
69|125656|2290|497|3114|29232|8010|168821|f
7953|219166|1731|395|2203|14946|8137|246596|f
15047|337302|8096|506|2216|71579|18006|437728|f
62|130234|8103|451|2094|113148|35769|289830|f
52|420922|19932|824|2488|75378|31155|550722|f
208|146757|6450|482|2119|102313|19125|277272|f
72|131129|7904|413|2353|124538|34285|300645|f
67|302682|10244|1094|3265|184560|111188|613058|f
66|305657|5439|413|2293|72284|27163|413281|f
40|130258|6196|353|2009|75352|18418|232606|f
54|408237|7527|405|2160|81811|113054|613215|f
43|131309|62167|390|91995|79618|33967|399474|f
172|127146|7603|448|1955|118850|18966|274992|f
47|424032|7801|356|2552|82142|37019|553926|f
54|132680|8612|424|2430|87089|98579|329865|f
54|125067|7752|423|2415|92480|19035|247195|f
58|424191|7386|383|2564|99704|47081|581329|f
73|109169|8251|648|1984|118339|26954|265369|f
112|351509|8787|426|2009|168396|499356|1030508|f
73|103452|9787|383|9074|93309|1297852|1599720|f
60|202659|9539|195661|92579|101058|1998966|2600488|f
92|109243|97542|190380|108889|291561|2005779|2803417|f
62|300824|199191|101068|200603|299998|2298270|3399979|f
56|98415|294715|98893|201725|104218|2094605|2892596|f
43|205963|201262|104599|190253|297643|1609959|2609698|f
49|399898|11467|99882|199690|293698|1002891|2007549|f
69|105610|198933|194526|8838|397654|1597067|2502652|f
118|399983|300559|205979|192357|109769|996395|2205065|f
92|308810|396702|302964|291919|298079|507620|2106111|f
57|108994|196373|93436|105652|194053|2102680|2801213|f
81|293243|198932|108895|287021|306034|1800119|2994262|f
42|398812|8438|191842|97870|202629|907104|1806716|f
109|1398|644|1023|196777|98863|14138|312911|f
64|105183|101778|90963|3259|196150|111615|608980|f
56|109870|97393|376|2315|103455|19206|332639|f
83|1052|586|511|2895|30724|5485|41296|f
52|114574|8838|1848|60654|83136|123083|392157|f
55|3574|763|368|2857|25439|6461|39511|f
60|197921|302690|200950|201578|201288|1504220|2608672|f
43|12285|296273|498248|93380|309080|1097508|2306791|f
45|397202|209096|398454|190657|208480|1591190|2995108|f
192|307410|196333|497856|201030|496578|895849|2595098|f
46|404222|98646|789977|201686|210172|892073|2596803|f
39|552|190|352|2723|14965|5167|23971|f
57|484|198|370|2557|9019|4255|16907|f
85|529|192|390|2820|8971|4961|17888|f
9855|10836|189|478|2428|10573|5965|30486|f
40|697|210|388|2682|9877|5052|18929|f
63|609|292|470|2002|10541|5083|19016|f
11792|25083|670|408|3269|12982|6486|48931|f
53|648|218|407|2527|11131|4550|19501|f
57|2764|535|394|2650|14414|5933|26712|f
56|9593|845|449|2888|14669|6431|34905|f
66|2394|586|479|2913|18964|6024|31381|f
139|2302|722|438|2507|15828|6070|27892|f
39|11486|644|332|2580|16131|5184|36377|f
54|3460|555|347|2310|17595|5315|29603|f
63|10424|707|352|3212|16650|8491|39863|f
93|92161|942|733|3842|22150|80123|199969|f
51|104748|1036|407|2663|72458|8148|189480|f
85|80968|1045|486|3532|27185|55153|168395|f
81|80090|1221|421|2645|26096|7773|118274|f
42|93268|912|373|2557|28582|7527|133241|f
63|81304|1098|412|2442|28035|6862|120170|f
66|79033|1194|425|2478|26739|10543|120438|f
58|3734|530|333|2547|15815|8312|31291|f
56|4274|998|403|2843|17170|8400|34118|f
67|11033|856|352|4320|17088|7047|40727|f
77|4052|1185|380|5161|16303|8231|35333|f
56|3869|613|384|2763|18686|5834|32175|f
44|11506|572|470|2186|17644|6565|38964|f
42|3978|739|469|2731|16031|6374|30353|f
41|103448|818|359|2956|18572|10542|136721|f
49|128866|763|95801|3590|97317|7675|334033|f
78|92195|839|449|6125|20313|78065|198006|f
41|80986|694|438|2313|24223|6260|114936|f
80|104197|790|367|2537|22949|7118|137979|f
55|103679|817|472|2325|23465|6598|137381|f
51|81764|836|411|2574|21530|6367|113505|f
63|103610|668|397|2653|21303|6574|135227|f
107|80616|849|379|2562|21238|6699|112368|f
63|103159|865|412|2691|21559|7514|136230|f
59|80588|701|413|2452|23581|6309|114063|f
65|106623|525|455|2248|22616|5230|137722|f
52|102957|827|444|2588|23099|10384|140320|f
62|81416|931|280|2869|21171|6929|113619|f
40|102737|1048|470|3907|23196|7597|138983|f
59|103676|775|428|2664|23404|6816|137790|f
10982|92799|912|397|2481|23691|5920|126225|f
57|103713|822|467|2523|22615|6694|136859|f
240|80977|955|391|2540|25203|7930|118025|f
107|79833|992|457|2572|25643|8049|117623|f
87|82149|1514|580|2427|36408|12290|135395|f
90|81243|1144|401|2221|25555|67998|178609|f
58|106594|1247|331|2690|26881|7697|145459|f
78|84541|1207|524|2509|26185|7846|122833|f
53|104983|836|366|2819|26580|7588|143198|f
43|92566|1119|448|2698|27402|11417|135671|f
41|81176|1259|393|2473|29268|7995|122586|f
34|105546|1164|412|2732|30785|7952|148615|f
84|105304|1160|324|2679|31157|6651|147300|f
58|105202|1140|1470|2843|29952|8841|149474|f
72|81405|1202|439|2734|29090|9072|123965|f
63|81161|1207|423|2289|28384|11748|125232|f
58|93185|1169|406|2672|29474|7806|134735|f
71|105101|897|406|2884|28367|8146|145834|f
87|92954|1416|436|2621|29882|8584|135913|f
101|11625|375|4574|4118|22573|7084|50369|f
110|939|374|429|2251|17093|5573|26683|f
54|12139|359|379|2749|28771|5700|50116|f
52|272|128|348|2843|7098|4484|15198|f
44|604|171|276|2463|5487|3873|12895|f
39|219|139|383|2734|8574|5881|17955|f
46|264|143|502|2176|7729|4109|14949|f
61|290|141|391|2252|8961|3616|15673|f
66|406|187|424|2588|8615|5238|17482|f
96|516|145|299|1968|8162|4368|15479|f
41|342|226|418|2193|8298|4271|15772|f
47|410|169|355|2409|8263|5069|16702|f
53|555|342|516|2922|8726|5316|18407|f
9735|10192|279|417|2557|9623|5712|28801|f
60|613|307|1016|2568|9447|4785|18774|f
41|680|329|449|2586|10073|5375|19517|f
11102|12301|435|468|2839|9624|6622|32327|f
61|742|316|231|2836|11181|5143|20480|f
70|758|359|437|2266|9924|5212|19001|f
11065|11824|321|625|3313|84580|5356|106068|f
111|1229|334|6875|92523|9631|92558|203179|f
60|11372|328|527|2478|11117|5033|30877|f
45|797|326|492|2682|12423|5332|22074|f
48|614|356|404|2417|11336|5261|20423|f
95|1079|321|374|2384|12348|4927|21458|f
61|435|315|306|2343|14294|6054|23779|f
10609|11181|388|451|2525|18310|5080|37957|f
47|795|306|362|2491|15348|5157|24480|f
56|822|343|474|2608|29516|5962|39748|f
74|11683|317|513|2504|16556|5781|37380|f
71|631|565|410|3336|15929|5477|26371|f
58|1279|416|703|4042|21491|10131|38082|f
52|1465|379|343|2567|19083|5779|29636|f
42|10214|334|391|2607|18392|6036|37999|f
57|635|398|492|2277|20878|6215|30925|f
62|1975|380|404|2716|25421|6303|37222|f
42|788|580|448|2591|19288|6682|30397|f
56|10874|481|454|2847|22342|6434|43453|f
52|1426|481|294|2874|20432|5857|31391|f
39|1244|242|304|2604|39593|5720|49725|f
60|1133|382|362|2224|27042|5351|36512|f
65|9184|355|450|2687|18741|5678|37117|f
88|1131|389|415|2722|18909|5647|29247|f
65|625|428|410|2532|21015|6017|31048|f
31|10123|647|410|2676|28999|6207|49085|f
57|753|472|403|2439|19533|5631|29251|f
59|802|442|479|2318|27372|7492|38928|f
43|1315|509|397|2555|22650|7962|35417|f
48|995|543|299|2790|19873|6096|30618|f
80|1177|309|433|2555|22614|5909|33024|f
79|11446|383|322|2366|21586|6185|42320|f
41|906|470|312|3770|23301|7062|35846|f
